Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.21 [1.04-1.41],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.13 [0.97-1.32],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.10 [0.94-1.28],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.04 [0.88-1.22],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.03 [0.89-1.20],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
HDL-C,0.94 [0.79-1.13],1.000,,HDL Cholesterol
M-LDL-FC%,0.92 [0.79-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.86 [0.75-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.85 [0.73-0.98],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.84 [0.72-0.98],1.000,,LDL Cholesterol
