Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-CE%,1.06 [0.94-1.20],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-FC%,1.06 [0.93-1.20],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.06 [0.93-1.20],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.05 [0.93-1.19],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.02 [0.90-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.98 [0.87-1.11],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.97 [0.86-1.10],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-TG%,0.97 [0.86-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
VLDL-CE,0.94 [0.84-1.05],1.000,,Cholesteryl Esters in VLDL
MUFA%,0.94 [0.83-1.06],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
