Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.03-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.11 [1.00-1.22],1.000,,Glycine
M-HDL-PL%,1.10 [1.00-1.21],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.08 [0.98-1.18],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Ala,1.00 [0.90-1.12],1.000,,Alanine
VLDL-C,0.99 [0.91-1.08],1.000,,VLDL Cholesterol
M-LDL-FC%,0.94 [0.86-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.94 [0.86-1.02],1.000,,Cholesteryl Esters in LDL
Total-C,0.93 [0.86-1.02],1.000,,Total-Cholesterol
HDL-CE,0.93 [0.84-1.03],1.000,,Cholesteryl Esters in HDL
