Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.10 [1.02-1.18],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.02 [0.94-1.10],1.000,,Apolipoprotein B
M-LDL-PL%,1.02 [0.95-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.01 [0.94-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.01 [0.93-1.09],1.000,,Valine
Omega-3,1.00 [0.92-1.08],1.000,,Omega-3 Fatty Acids
PUFA,0.97 [0.90-1.05],1.000,,Polyunsaturated Fatty Acids
Omega-6,0.97 [0.90-1.05],1.000,,Omega-6 Fatty Acids
Unsaturation,0.94 [0.86-1.02],1.000,,Degree of Unsaturation
M-LDL-FC%,0.94 [0.86-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
