Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.35 [1.12-1.62],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.17 [0.88-1.56],1.000,,Glycine
M-HDL-PL%,1.10 [0.90-1.34],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,1.04 [0.85-1.28],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-CE%,1.01 [0.83-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.98 [0.81-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.79 [0.63-1.00],1.000,,Apolipoprotein A1
S-HDL-C,0.59 [0.48-0.73],0.395,,Cholesterol in Small HDL
S-HDL-CE,0.59 [0.47-0.72],0.262,,Cholesteryl Esters in Small HDL
S-HDL-P,0.57 [0.46-0.71],0.121,,Concentration of Small HDL Particles
