Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.06 [0.97-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-CE,1.04 [0.94-1.16],1.000,,Cholesteryl Esters in HDL
Total-C,1.02 [0.93-1.12],1.000,,Total-Cholesterol
VLDL-C,1.02 [0.93-1.12],1.000,,VLDL Cholesterol
LDL-CE,1.02 [0.93-1.11],1.000,,Cholesteryl Esters in LDL
Clinical LDL-C,1.00 [0.91-1.09],1.000,,Clinical LDL Cholesterol
Total-BCAA,0.98 [0.89-1.08],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.98 [0.88-1.08],1.000,,Valine
ApoB/ApoA1,0.96 [0.87-1.05],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
