Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.14 [1.04-1.25],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.12 [1.03-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3%,1.12 [1.03-1.22],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,1.05 [0.97-1.15],1.000,,Docosahexaenoic Acid
SFA%,1.02 [0.94-1.11],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
ApoB,0.96 [0.88-1.04],1.000,,Apolipoprotein B
LDL-C,0.94 [0.87-1.02],1.000,,LDL Cholesterol
HDL-C,0.93 [0.84-1.02],1.000,,HDL Cholesterol
Clinical LDL-C,0.93 [0.85-1.00],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.89 [0.82-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
