Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.11 [1.02-1.20],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.08 [0.99-1.17],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-FC%,1.03 [0.95-1.12],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.02 [0.94-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.01 [0.92-1.10],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-PL%,1.00 [0.92-1.08],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-C,0.95 [0.86-1.04],1.000,,HDL Cholesterol
Clinical LDL-C,0.90 [0.83-0.98],1.000,,Clinical LDL Cholesterol
L-LDL-CE%,0.82 [0.76-0.89],0.314,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Albumin,0.77 [0.72-0.83],1.310e-05,***,Albumin
