Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.29 [1.22-1.36],1.962e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.26 [1.19-1.32],2.515e-13,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.23 [1.17-1.29],2.319e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.22 [1.15-1.28],1.632e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.21 [1.15-1.28],5.039e-08,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.20 [1.14-1.27],2.655e-07,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.19 [1.13-1.26],1.507e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.18 [1.12-1.25],6.814e-04,***,Glycoprotein Acetyls
ApoB,0.87 [0.83-0.92],0.033,*,Apolipoprotein B
S-LDL-CE%,0.87 [0.83-0.92],0.039,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Remnant-C,0.87 [0.83-0.91],0.014,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-C%,0.87 [0.83-0.91],0.025,*,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-P,0.87 [0.82-0.91],0.040,*,Concentration of Medium VLDL Particles
L-LDL-P,0.87 [0.82-0.91],0.024,*,Concentration of Large LDL Particles
M-VLDL-FC,0.87 [0.82-0.91],0.024,*,Free Cholesterol in Medium VLDL
M-VLDL-CE,0.87 [0.82-0.91],0.014,*,Cholesteryl Esters in Medium VLDL
S-LDL-PL,0.86 [0.82-0.91],0.010,**,Phospholipids in Small LDL
M-VLDL-C,0.86 [0.82-0.91],0.008,**,Cholesterol in Medium VLDL
IDL-FC,0.86 [0.82-0.91],0.009,**,Free Cholesterol in IDL
LDL-P,0.86 [0.82-0.91],0.008,**,Concentration of LDL Particles
DHA%,0.86 [0.82-0.91],0.009,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-L,0.86 [0.82-0.90],0.001,**,Total-Lipids in IDL
M-HDL-PL,0.86 [0.81-0.91],0.027,*,Phospholipids in Medium HDL
PUFA/MUFA,0.85 [0.81-0.90],0.004,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-P,0.85 [0.81-0.90],0.001,**,Concentration of Medium LDL Particles
S-LDL-L,0.85 [0.81-0.89],1.771e-04,***,Total-Lipids in Small LDL
Omega-3%,0.84 [0.80-0.89],1.773e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Non-HDL-C,0.84 [0.80-0.89],5.114e-06,***,Total-Cholesterol Minus HDL-C
IDL-C,0.84 [0.80-0.89],2.100e-05,***,Cholesterol in IDL
S-LDL-CE,0.84 [0.80-0.89],2.925e-05,***,Cholesteryl Esters in Small LDL
M-HDL-L,0.84 [0.79-0.89],4.975e-04,***,Total-Lipids in Medium HDL
M-HDL-FC%,0.84 [0.79-0.89],1.085e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,0.84 [0.79-0.89],0.002,**,Total-Lipids in HDL
Unsaturation,0.84 [0.80-0.88],2.759e-05,***,Degree of Unsaturation
SM,0.84 [0.79-0.89],1.048e-04,***,Sphingomyelins
LA,0.84 [0.80-0.88],2.868e-06,***,Linoleic Acid
IDL-CE,0.84 [0.79-0.88],3.197e-06,***,Cholesteryl Esters in IDL
S-LDL-C,0.84 [0.79-0.88],5.175e-06,***,Cholesterol in Small LDL
S-LDL-FC,0.84 [0.79-0.88],3.810e-06,***,Free Cholesterol in Small LDL
Total-L,0.83 [0.79-0.88],5.463e-07,***,Total-Lipids in Lipoprotein Particles
M-HDL-FC,0.83 [0.78-0.88],4.883e-04,***,Free Cholesterol in Medium HDL
Clinical LDL-C,0.83 [0.79-0.87],6.681e-08,***,Clinical LDL Cholesterol
IDL-C%,0.83 [0.79-0.87],7.678e-10,***,Cholesterol to Total-Lipids in IDL percentage
Total-FC,0.83 [0.79-0.87],2.940e-07,***,Total-Free Cholesterol
LDL-PL,0.83 [0.79-0.87],3.655e-07,***,Phospholipids in LDL
Omega-6,0.83 [0.79-0.87],6.735e-07,***,Omega-6 Fatty Acids
M-HDL-P,0.83 [0.78-0.88],1.665e-04,***,Concentration of Medium HDL Particles
LDL-L,0.83 [0.79-0.87],7.936e-08,***,Total-Lipids in LDL
XL-HDL-CE%,0.83 [0.79-0.87],4.757e-09,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-L,0.83 [0.79-0.87],2.575e-07,***,Total-Lipids in Medium LDL
M-LDL-PL,0.83 [0.78-0.87],4.634e-07,***,Phospholipids in Medium LDL
M-LDL-CE,0.83 [0.78-0.87],1.965e-07,***,Cholesteryl Esters in Medium LDL
L-LDL-PL,0.83 [0.78-0.87],1.078e-07,***,Phospholipids in Large LDL
L-LDL-L,0.82 [0.78-0.87],3.206e-08,***,Total-Lipids in Large LDL
Total-PL,0.82 [0.78-0.87],1.679e-07,***,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.82 [0.78-0.87],5.439e-07,***,Phosphoglycerides
M-HDL-CE,0.82 [0.78-0.87],1.793e-05,***,Cholesteryl Esters in Medium HDL
M-HDL-C,0.82 [0.78-0.87],1.878e-05,***,Cholesterol in Medium HDL
M-LDL-C%,0.82 [0.79-0.86],2.798e-12,***,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.82 [0.77-0.87],6.663e-05,***,HDL Cholesterol
LDL-CE,0.82 [0.78-0.86],6.439e-09,***,Cholesteryl Esters in LDL
M-LDL-C,0.82 [0.78-0.86],2.162e-08,***,Cholesterol in Medium LDL
LDL-C,0.82 [0.78-0.86],2.917e-09,***,LDL Cholesterol
Omega-3,0.82 [0.77-0.87],5.721e-07,***,Omega-3 Fatty Acids
HDL-CE,0.82 [0.77-0.87],2.306e-05,***,Cholesteryl Esters in HDL
LDL-FC,0.82 [0.77-0.86],3.837e-09,***,Free Cholesterol in LDL
ApoA1,0.82 [0.77-0.86],1.551e-06,***,Apolipoprotein A1
Total-C,0.82 [0.78-0.86],4.311e-10,***,Total-Cholesterol
