Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.08 [1.02-1.15],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.04 [0.98-1.11],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.04 [0.96-1.12],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.03 [0.97-1.10],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.03 [0.97-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.84 [0.79-0.90],0.402,,Apolipoprotein A1
HDL-PL,0.84 [0.79-0.90],0.476,,Phospholipids in HDL
HDL-L,0.84 [0.78-0.90],0.340,,Total-Lipids in HDL
M-HDL-P,0.84 [0.78-0.90],0.595,,Concentration of Medium HDL Particles
M-HDL-FC,0.84 [0.78-0.90],0.551,,Free Cholesterol in Medium HDL
