Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.12 [1.05-1.19],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.03 [0.96-1.10],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.01 [0.95-1.08],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.00 [0.94-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.00 [0.94-1.07],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.98 [0.91-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.94 [0.87-1.01],1.000,,HDL Cholesterol
Remnant-C,0.91 [0.85-0.97],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.84-0.95],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.88 [0.83-0.94],1.000,,LDL Cholesterol
