Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
His,1.15 [0.96-1.38],1.000,,Histidine
M-LDL-TG%,1.14 [0.94-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,1.07 [0.89-1.29],1.000,,Isoleucine
Tyr,1.03 [0.85-1.25],1.000,,Tyrosine
Phe,1.02 [0.84-1.23],1.000,,Phenylalanine
Omega-3%,0.95 [0.78-1.17],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,0.92 [0.75-1.13],1.000,,Docosahexaenoic Acid
Omega-6%,0.80 [0.66-0.97],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.78 [0.64-0.95],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.76 [0.63-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
