Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-3%,1.18 [1.02-1.36],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.12 [0.97-1.29],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,1.10 [0.95-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA,1.10 [0.95-1.27],1.000,,Docosahexaenoic Acid
MUFA%,1.04 [0.90-1.22],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-C,1.00 [0.84-1.18],1.000,,HDL Cholesterol
M-LDL-FC%,0.93 [0.81-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.90 [0.78-1.04],1.000,,LDL Cholesterol
Clinical LDL-C,0.89 [0.78-1.03],1.000,,Clinical LDL Cholesterol
ApoB,0.89 [0.77-1.03],1.000,,Apolipoprotein B
