Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.38 [1.21-1.58],0.448,,Glycoprotein Acetyls
XS-VLDL-PL%,1.37 [1.20-1.56],0.747,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Creatinine,1.36 [1.19-1.55],0.890,,Creatinine
M-LDL-TG%,1.15 [1.01-1.31],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,1.01 [0.87-1.16],1.000,,Tyrosine
S-HDL-P,0.70 [0.61-0.81],0.200,,Concentration of Small HDL Particles
S-HDL-C,0.69 [0.60-0.79],0.027,*,Cholesterol in Small HDL
S-HDL-CE,0.67 [0.58-0.77],0.003,**,Cholesteryl Esters in Small HDL
M-HDL-C,0.66 [0.56-0.77],0.059,,Cholesterol in Medium HDL
M-HDL-CE,0.65 [0.55-0.76],0.028,*,Cholesteryl Esters in Medium HDL
