Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.25 [1.08-1.44],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.09 [0.93-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.08 [0.88-1.32],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-PL%,1.02 [0.87-1.20],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,1.01 [0.85-1.20],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.90 [0.78-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.87 [0.72-1.04],1.000,,HDL Cholesterol
Remnant-C,0.80 [0.69-0.93],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.79 [0.69-0.92],1.000,,LDL Cholesterol
Non-HDL-C,0.79 [0.69-0.92],1.000,,Total-Cholesterol Minus HDL-C
