Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.16 [1.02-1.33],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.14 [1.00-1.30],1.000,,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.08 [0.93-1.24],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.07 [0.93-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.05 [0.92-1.20],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.95 [0.83-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.91 [0.80-1.04],1.000,,VLDL Cholesterol
Remnant-C,0.88 [0.77-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.85 [0.75-0.97],1.000,,Total-Cholesterol
HDL-CE,0.80 [0.68-0.94],1.000,,Cholesteryl Esters in HDL
