Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.09 [0.93-1.29],1.000,,Glutamine
Phe,1.06 [0.90-1.25],1.000,,Phenylalanine
M-LDL-PL%,1.05 [0.89-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.04 [0.88-1.23],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
His,1.00 [0.86-1.18],1.000,,Histidine
M-LDL-FC%,0.97 [0.83-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.95 [0.80-1.12],1.000,,VLDL Cholesterol
Total-C,0.93 [0.79-1.09],1.000,,Total-Cholesterol
HDL-CE,0.91 [0.75-1.11],1.000,,Cholesteryl Esters in HDL
Remnant-C,0.91 [0.78-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
