Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.05 [1.00-1.11],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.03 [0.98-1.09],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.03 [0.98-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gln,1.02 [0.97-1.08],1.000,,Glutamine
L-VLDL-PL%,1.02 [0.95-1.09],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
VLDL-C,0.99 [0.94-1.04],1.000,,VLDL Cholesterol
M-LDL-FC%,0.98 [0.93-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.97 [0.92-1.02],1.000,,Cholesteryl Esters in LDL
Total-CE,0.96 [0.91-1.01],1.000,,Total-Esterified Cholesterol
HDL-CE,0.94 [0.88-1.00],1.000,,Cholesteryl Esters in HDL
