Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.24 [1.20-1.29],2.087e-25,***,Glycoprotein Acetyls
S-VLDL-TG%,1.18 [1.14-1.23],1.791e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,1.18 [1.13-1.24],1.399e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,1.17 [1.12-1.21],2.493e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.17 [1.13-1.21],1.350e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.16 [1.12-1.21],2.869e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.16 [1.12-1.20],4.372e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.15 [1.11-1.20],2.676e-10,***,Triglycerides to Total-Lipids in IDL percentage
L-VLDL-TG%,1.15 [1.10-1.20],1.463e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.14 [1.10-1.19],2.760e-07,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.11 [1.07-1.15],3.420e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,1.11 [1.07-1.15],0.003,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,1.11 [1.07-1.15],0.023,*,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,1.11 [1.07-1.15],0.014,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.10 [1.06-1.14],0.045,*,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.91 [0.88-0.94],3.382e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.90 [0.87-0.93],8.535e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,0.90 [0.87-0.93],6.292e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Total-FA,0.90 [0.87-0.93],7.919e-04,***,Total-Fatty Acids
Acetate,0.90 [0.87-0.93],0.003,**,Acetate
XL-VLDL-PL,0.90 [0.86-0.93],0.005,**,Phospholipids in Very Large VLDL
Gln,0.90 [0.87-0.93],7.111e-04,***,Glutamine
Phosphoglyc,0.89 [0.86-0.93],4.264e-04,***,Phosphoglycerides
XL-VLDL-CE%,0.89 [0.85-0.93],0.002,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-P,0.89 [0.86-0.92],3.093e-04,***,Concentration of Large VLDL Particles
L-VLDL-C%,0.89 [0.85-0.92],3.190e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
SM,0.89 [0.85-0.92],2.410e-04,***,Sphingomyelins
L-VLDL-CE%,0.89 [0.85-0.92],1.756e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-C%,0.89 [0.86-0.92],1.358e-07,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC,0.89 [0.85-0.92],9.435e-05,***,Free Cholesterol in Very Large VLDL
L-VLDL-PL,0.88 [0.85-0.92],7.298e-05,***,Phospholipids in Large VLDL
M-VLDL-TG,0.88 [0.85-0.92],1.826e-05,***,Triglycerides in Medium VLDL
LA%,0.88 [0.85-0.91],7.305e-07,***,Linoleic Acid to Total-Fatty Acids percentage
Unsaturation,0.88 [0.85-0.92],4.924e-06,***,Degree of Unsaturation
L-VLDL-L,0.88 [0.85-0.92],2.692e-05,***,Total-Lipids in Large VLDL
