Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.72 [1.48-2.00],2.321e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.66 [1.45-1.90],5.062e-08,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.66 [1.41-1.95],2.784e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.62 [1.37-1.91],0.002,**,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.61 [1.41-1.84],2.775e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.55 [1.36-1.77],1.350e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.51 [1.31-1.75],0.008,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.50 [1.31-1.70],2.179e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.49 [1.29-1.72],0.010,*,Glycoprotein Acetyls
M-VLDL-CE%,0.73 [0.66-0.81],1.167e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.72 [0.65-0.80],7.417e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-L,0.69 [0.61-0.80],0.030,*,Total-Lipids in Lipoprotein Particles
S-VLDL-CE%,0.69 [0.61-0.79],0.012,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.69 [0.61-0.77],2.311e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.69 [0.61-0.77],9.852e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
PUFA,0.68 [0.59-0.79],0.037,*,Polyunsaturated Fatty Acids
Total-PL,0.68 [0.59-0.79],0.032,*,Total-Phospholipids in Lipoprotein Particles
M-LDL-L,0.68 [0.58-0.79],0.048,*,Total-Lipids in Medium LDL
L-LDL-FC%,0.68 [0.60-0.76],5.247e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.67 [0.60-0.75],1.006e-06,***,Cholesterol to Total-Lipids in IDL percentage
Omega-6,0.67 [0.58-0.77],0.007,**,Omega-6 Fatty Acids
S-VLDL-C%,0.66 [0.58-0.76],1.447e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C%,0.66 [0.59-0.74],4.426e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C,0.66 [0.57-0.76],0.009,**,Cholesterol in Medium LDL
S-LDL-C,0.65 [0.56-0.76],0.012,*,Cholesterol in Small LDL
LDL-L,0.65 [0.57-0.75],3.902e-04,***,Total-Lipids in LDL
M-VLDL-FC%,0.65 [0.58-0.74],2.398e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.65 [0.58-0.72],7.250e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.65 [0.57-0.73],9.606e-07,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LDL-CE,0.64 [0.56-0.74],3.948e-04,***,Cholesteryl Esters in LDL
S-VLDL-FC%,0.64 [0.57-0.73],7.008e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-FC,0.64 [0.55-0.76],0.027,*,Free Cholesterol in Small VLDL
VLDL-CE,0.64 [0.55-0.75],0.006,**,Cholesteryl Esters in VLDL
LA,0.64 [0.56-0.74],1.527e-04,***,Linoleic Acid
LA%,0.64 [0.56-0.73],2.966e-06,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.64 [0.55-0.73],1.100e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
ApoB,0.64 [0.55-0.74],9.920e-04,***,Apolipoprotein B
S-LDL-FC,0.64 [0.55-0.74],0.002,**,Free Cholesterol in Small LDL
M-VLDL-FC,0.64 [0.54-0.75],0.010,*,Free Cholesterol in Medium VLDL
LDL-C,0.64 [0.55-0.73],6.122e-05,***,LDL Cholesterol
LDL-PL,0.63 [0.55-0.74],4.951e-04,***,Phospholipids in LDL
LDL-P,0.63 [0.54-0.74],0.007,**,Concentration of LDL Particles
Non-HDL-C,0.63 [0.55-0.72],8.054e-06,***,Total-Cholesterol Minus HDL-C
L-LDL-L,0.63 [0.54-0.72],3.347e-05,***,Total-Lipids in Large LDL
L-LDL-P,0.63 [0.53-0.74],0.005,**,Concentration of Large LDL Particles
S-LDL-C%,0.62 [0.55-0.70],7.259e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.62 [0.54-0.71],1.915e-06,***,Clinical LDL Cholesterol
L-LDL-CE,0.62 [0.54-0.72],5.719e-05,***,Cholesteryl Esters in Large LDL
XS-VLDL-C%,0.62 [0.55-0.70],1.497e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.62 [0.55-0.70],9.120e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-C,0.62 [0.54-0.71],9.748e-07,***,Total-Cholesterol
Remnant-C,0.61 [0.53-0.71],8.588e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC,0.61 [0.52-0.72],1.896e-04,***,Free Cholesterol in Medium LDL
L-LDL-C,0.61 [0.53-0.71],9.069e-06,***,Cholesterol in Large LDL
Total-CE,0.61 [0.53-0.70],8.688e-07,***,Total-Esterified Cholesterol
Total-FC,0.61 [0.53-0.71],6.435e-06,***,Total-Free Cholesterol
L-LDL-PL,0.60 [0.51-0.70],1.031e-05,***,Phospholipids in Large LDL
LDL-FC,0.59 [0.51-0.69],3.326e-06,***,Free Cholesterol in LDL
XS-VLDL-C,0.59 [0.49-0.69],1.232e-04,***,Cholesterol in Very Small VLDL
M-VLDL-C,0.59 [0.50-0.69],1.707e-05,***,Cholesterol in Medium VLDL
IDL-L,0.58 [0.50-0.68],3.367e-07,***,Total-Lipids in IDL
IDL-P,0.57 [0.48-0.68],1.508e-05,***,Concentration of IDL Particles
L-LDL-FC,0.57 [0.49-0.67],4.776e-07,***,Free Cholesterol in Large LDL
IDL-PL,0.57 [0.48-0.67],2.918e-06,***,Phospholipids in IDL
IDL-C,0.56 [0.49-0.66],2.765e-08,***,Cholesterol in IDL
IDL-CE,0.56 [0.48-0.66],5.701e-08,***,Cholesteryl Esters in IDL
M-VLDL-CE,0.56 [0.48-0.66],1.047e-06,***,Cholesteryl Esters in Medium VLDL
XS-VLDL-CE,0.56 [0.47-0.67],1.039e-05,***,Cholesteryl Esters in Very Small VLDL
IDL-FC,0.55 [0.46-0.64],9.504e-08,***,Free Cholesterol in IDL
