Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.27 [1.09-1.48],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.14 [0.97-1.33],1.000,,Monounsaturated Fatty Acids
Albumin,1.07 [0.91-1.26],1.000,,Albumin
Total-FA,1.04 [0.89-1.21],1.000,,Total-Fatty Acids
SFA,1.02 [0.87-1.18],1.000,,Saturated Fatty Acids
Non-HDL-C,0.86 [0.73-1.00],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.83 [0.71-0.97],1.000,,LDL Cholesterol
Clinical LDL-C,0.82 [0.70-0.96],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.81 [0.71-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.79 [0.65-0.97],1.000,,HDL Cholesterol
