Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.21 [1.04-1.40],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.14 [0.98-1.32],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.05 [0.90-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA%,1.04 [0.91-1.20],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,1.03 [0.89-1.19],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LDL-C,0.95 [0.82-1.10],1.000,,LDL Cholesterol
Non-HDL-C,0.94 [0.81-1.08],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.93 [0.80-1.08],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,0.90 [0.76-1.08],1.000,,HDL Cholesterol
M-LDL-FC%,0.86 [0.75-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
