Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.14 [1.09-1.20],0.020,*,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.13 [1.07-1.19],0.437,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.10 [1.05-1.15],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-CE%,1.05 [1.00-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.05 [0.99-1.11],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.88 [0.84-0.92],0.016,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-PL,0.88 [0.83-0.92],0.035,*,Total-Phospholipids in Lipoprotein Particles
Remnant-C,0.87 [0.83-0.92],0.021,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-L,0.87 [0.83-0.92],0.036,*,Total-Lipids in Small HDL
IDL-C,0.87 [0.83-0.92],0.030,*,Cholesterol in IDL
LA,0.87 [0.83-0.92],0.010,**,Linoleic Acid
M-VLDL-PL,0.87 [0.83-0.92],0.037,*,Phospholipids in Medium VLDL
M-VLDL-FC,0.87 [0.83-0.92],0.042,*,Free Cholesterol in Medium VLDL
M-VLDL-L,0.87 [0.83-0.92],0.016,*,Total-Lipids in Medium VLDL
IDL-CE,0.87 [0.83-0.92],0.016,*,Cholesteryl Esters in IDL
M-VLDL-P,0.87 [0.83-0.92],0.027,*,Concentration of Medium VLDL Particles
ApoB,0.87 [0.83-0.91],0.009,**,Apolipoprotein B
L-LDL-P,0.87 [0.83-0.92],0.024,*,Concentration of Large LDL Particles
S-HDL-FC,0.87 [0.82-0.91],0.012,*,Free Cholesterol in Small HDL
Omega-6,0.87 [0.83-0.91],0.004,**,Omega-6 Fatty Acids
Total-L,0.87 [0.83-0.91],7.425e-04,***,Total-Lipids in Lipoprotein Particles
S-LDL-P,0.87 [0.82-0.91],0.010,**,Concentration of Small LDL Particles
PUFA,0.86 [0.82-0.91],0.002,**,Polyunsaturated Fatty Acids
Total-FC,0.86 [0.82-0.91],0.001,**,Total-Free Cholesterol
LDL-P,0.86 [0.82-0.91],0.004,**,Concentration of LDL Particles
Non-HDL-C,0.86 [0.82-0.90],3.282e-04,***,Total-Cholesterol Minus HDL-C
Total-C,0.86 [0.82-0.90],3.338e-04,***,Total-Cholesterol
Total-CE,0.86 [0.82-0.90],2.544e-04,***,Total-Esterified Cholesterol
S-HDL-CE,0.86 [0.82-0.90],0.001,**,Cholesteryl Esters in Small HDL
Clinical LDL-C,0.86 [0.82-0.90],1.097e-04,***,Clinical LDL Cholesterol
M-LDL-P,0.86 [0.82-0.90],0.001,**,Concentration of Medium LDL Particles
Albumin,0.86 [0.82-0.90],7.951e-05,***,Albumin
S-HDL-C,0.86 [0.81-0.90],6.905e-04,***,Cholesterol in Small HDL
S-LDL-FC,0.86 [0.81-0.90],5.184e-04,***,Free Cholesterol in Small LDL
S-LDL-PL,0.86 [0.81-0.90],4.848e-04,***,Phospholipids in Small LDL
L-LDL-FC,0.86 [0.81-0.90],5.096e-04,***,Free Cholesterol in Large LDL
L-LDL-L,0.86 [0.81-0.90],7.083e-05,***,Total-Lipids in Large LDL
LDL-FC,0.85 [0.81-0.90],1.591e-04,***,Free Cholesterol in LDL
L-LDL-C,0.85 [0.81-0.90],5.192e-05,***,Cholesterol in Large LDL
LDL-L,0.85 [0.81-0.89],2.048e-05,***,Total-Lipids in LDL
L-LDL-PL,0.85 [0.81-0.90],1.211e-04,***,Phospholipids in Large LDL
S-HDL-P,0.85 [0.81-0.90],2.443e-04,***,Concentration of Small HDL Particles
LDL-C,0.85 [0.81-0.89],1.611e-05,***,LDL Cholesterol
L-LDL-CE,0.85 [0.81-0.89],3.382e-05,***,Cholesteryl Esters in Large LDL
S-LDL-L,0.85 [0.81-0.89],4.922e-05,***,Total-Lipids in Small LDL
LDL-CE,0.85 [0.81-0.89],1.298e-05,***,Cholesteryl Esters in LDL
S-LDL-CE,0.85 [0.81-0.89],4.172e-05,***,Cholesteryl Esters in Small LDL
LDL-PL,0.85 [0.81-0.89],2.376e-05,***,Phospholipids in LDL
M-LDL-CE,0.85 [0.81-0.89],2.254e-05,***,Cholesteryl Esters in Medium LDL
S-LDL-C,0.85 [0.81-0.89],2.393e-05,***,Cholesterol in Small LDL
M-LDL-L,0.85 [0.80-0.89],7.897e-06,***,Total-Lipids in Medium LDL
M-LDL-FC,0.85 [0.80-0.89],1.976e-05,***,Free Cholesterol in Medium LDL
M-LDL-C,0.85 [0.80-0.89],8.965e-06,***,Cholesterol in Medium LDL
M-LDL-PL,0.84 [0.80-0.88],3.909e-06,***,Phospholipids in Medium LDL
