Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.56 [1.40-1.75],3.041e-09,***,Creatinine
M-LDL-TG%,1.07 [0.96-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.04 [0.93-1.17],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.04 [0.92-1.16],1.000,,VLDL Cholesterol
Ile,1.02 [0.91-1.15],1.000,,Isoleucine
Omega-3,0.99 [0.88-1.11],1.000,,Omega-3 Fatty Acids
DHA,0.97 [0.86-1.10],1.000,,Docosahexaenoic Acid
Unsaturation,0.96 [0.86-1.08],1.000,,Degree of Unsaturation
Albumin,0.96 [0.85-1.07],1.000,,Albumin
M-LDL-FC%,0.87 [0.79-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
