Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.33 [1.12-1.58],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.23 [1.05-1.45],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.09 [0.92-1.29],1.000,,VLDL Cholesterol
Omega-6/Omega-3,1.09 [0.92-1.28],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,1.04 [0.88-1.23],1.000,,Cholesteryl Esters in VLDL
Omega-3,0.95 [0.79-1.13],1.000,,Omega-3 Fatty Acids
DHA,0.84 [0.70-1.02],1.000,,Docosahexaenoic Acid
Omega-6%,0.84 [0.72-0.98],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.80 [0.69-0.94],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.80 [0.69-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
