Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0862,0.1662,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.1638,0.1612,Albumin
Glu,0.0985,0.0871,Glucose
Citrate,0.0940,0.0859,Citrate
Tyr,0.0627,0.0566,Tyrosine
L-LDL-TG,0.0587,0.0533,Triglycerides in Large LDL
Creatinine,0.0442,0.0383,Creatinine
Total-BCAA,0.0173,0.0258,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.0235,0.0228,Leucine
Omega-6/Omega-3,0.0282,0.0228,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-TG,0.0250,0.0221,Triglycerides in Large HDL
Glu-lactate,0.0258,0.0221,Glucose-lactate
Omega-3%,0.0285,0.0211,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0207,0.0186,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0203,0.0178,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-CE,0.0120,0.0151,Cholesteryl Esters in Medium VLDL
M-LDL-TG%,0.0117,0.0145,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.0172,0.0141,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-P,0.0112,0.0118,Concentration of Medium LDL Particles
His,0.0115,0.0110,Histidine
DHA%,0.0137,0.0106,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,0.0143,0.0102,Linoleic Acid to Total-Fatty Acids percentage
Pyruvate,0.0153,0.0101,Pyruvate
GlycA,0.0100,0.0081,Glycoprotein Acetyls
Ile,0.0053,0.0065,Isoleucine
S-LDL-C%,0.0088,0.0064,Cholesterol to Total-Lipids in Small LDL percentage
Gly,0.0070,0.0060,Glycine
3-Hydroxybutyrate,0.0080,0.0057,3-Hydroxybutyrate
Val,0.0057,0.0052,Valine
L-LDL-TG%,0.0050,0.0045,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,0.0055,0.0044,Phospholipids to Total-Lipids in Medium HDL percentage
Acetone,0.0050,0.0039,Acetone
PUFA/MUFA,0.0027,0.0032,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,0.0030,0.0031,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,0.0030,0.0023,Lactate
L-LDL-CE%,0.0027,0.0021,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0020,0.0018,Alanine
DHA,0.0022,0.0018,Docosahexaenoic Acid
Gln,0.0020,0.0018,Glutamine
L-LDL-C%,0.0020,0.0017,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0018,0.0016,Acetoacetate
L-HDL-PL%,0.0020,0.0014,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-CE%,0.0020,0.0014,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Phe,0.0020,0.0014,Phenylalanine
XXL-VLDL-FC%,0.0012,0.0013,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0020,0.0013,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0013,0.0013,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,0.0013,0.0009,Omega-3 Fatty Acids
XS-VLDL-TG,0.0010,0.0008,Triglycerides in Very Small VLDL
Acetate,0.0012,0.0007,Acetate
S-LDL-FC%,0.0002,9.1374e-05,Free Cholesterol to Total-Lipids in Small LDL percentage
