Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1152,0.1226,Glycoprotein Acetyls
Tyr,0.0725,0.0612,Tyrosine
L-HDL-PL,0.0485,0.0563,Phospholipids in Large HDL
Val,0.0590,0.0554,Valine
M-HDL-L,0.0432,0.0553,Total-Lipids in Medium HDL
Albumin,0.0628,0.0507,Albumin
Total-BCAA,0.0407,0.0458,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
HDL-PL,0.0328,0.0411,Phospholipids in HDL
Phe,0.0247,0.0318,Phenylalanine
Leu,0.0293,0.0284,Leucine
M-HDL-PL,0.0203,0.0267,Phospholipids in Medium HDL
Lactate,0.0427,0.0257,Lactate
LA%,0.0280,0.0257,Linoleic Acid to Total-Fatty Acids percentage
Gly,0.0308,0.0241,Glycine
Acetone,0.0245,0.0238,Acetone
S-LDL-PL%,0.0247,0.0212,Phospholipids to Total-Lipids in Small LDL percentage
Creatinine,0.0288,0.0196,Creatinine
L-LDL-PL%,0.0207,0.0193,Phospholipids to Total-Lipids in Large LDL percentage
His,0.0233,0.0191,Histidine
IDL-PL%,0.0172,0.0189,Phospholipids to Total-Lipids in IDL percentage
L-LDL-CE%,0.0190,0.0183,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.0173,0.0176,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0175,0.0157,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.0158,0.0147,Citrate
XS-VLDL-PL%,0.0122,0.0127,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-FC,0.0092,0.0119,Free Cholesterol in Medium HDL
L-HDL-FC,0.0118,0.0108,Free Cholesterol in Large HDL
Glu-lactate,0.0082,0.0108,Glucose-lactate
L-LDL-C%,0.0085,0.0101,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0080,0.0088,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0065,0.0081,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0050,0.0076,Acetate
Omega-3,0.0055,0.0068,Omega-3 Fatty Acids
Pyruvate,0.0062,0.0065,Pyruvate
Sc-ala,0.0043,0.0058,Spectrometer-corrected alanine
M-LDL-CE%,0.0043,0.0057,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0057,0.0056,Acetoacetate
Ile,0.0047,0.0052,Isoleucine
M-LDL-TG%,0.0038,0.0048,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0038,0.0040,Cholesteryl Esters to Total-Lipids in IDL percentage
LDL-size,0.0028,0.0039,Average Diameter for LDL Particles
HDL-size,0.0040,0.0036,Average Diameter for HDL Particles
L-LDL-TG%,0.0027,0.0035,Triglycerides to Total-Lipids in Large LDL percentage
IDL-C%,0.0028,0.0034,Cholesterol to Total-Lipids in IDL percentage
S-HDL-PL%,0.0032,0.0028,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,0.0028,0.0027,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.0025,0.0026,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
SFA%,0.0022,0.0025,Saturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0012,0.0022,Alanine
Omega-6/Omega-3,0.0022,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu,0.0012,0.0015,Glucose
PUFA,0.0007,0.0014,Polyunsaturated Fatty Acids
XS-VLDL-FC%,0.0023,0.0013,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA,0.0003,0.0007,Docosahexaenoic Acid
XXL-VLDL-CE%,0.0005,0.0007,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,0.0010,0.0007,3-Hydroxybutyrate
Gln,0.0007,0.0005,Glutamine
