Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0670,0.0732,Glutamine
L-LDL-CE%,0.0792,0.0721,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Creatinine,0.0797,0.0609,Creatinine
LA,0.0552,0.0511,Linoleic Acid
GlycA,0.0667,0.0466,Glycoprotein Acetyls
SFA%,0.0585,0.0402,Saturated Fatty Acids to Total-Fatty Acids percentage
His,0.0297,0.0355,Histidine
Tyr,0.0368,0.0349,Tyrosine
Gly,0.0288,0.0347,Glycine
Val,0.0270,0.0345,Valine
IDL-PL%,0.0277,0.0341,Phospholipids to Total-Lipids in IDL percentage
Glu,0.0548,0.0338,Glucose
Lactate,0.0155,0.0334,Lactate
XXL-VLDL-PL%,0.0407,0.0295,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0117,0.0243,Average Diameter for LDL Particles
S-HDL-FC%,0.0203,0.0227,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0317,0.0214,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0138,0.0213,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0093,0.0210,Acetone
Phe,0.0292,0.0197,Phenylalanine
Acetate,0.0133,0.0148,Acetate
Unsaturation,0.0122,0.0144,Degree of Unsaturation
Glu-lactate,0.0138,0.0139,Glucose-lactate
Albumin,0.0203,0.0135,Albumin
Omega-6/Omega-3,0.0133,0.0134,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,0.0045,0.0105,Alanine
L-HDL-TG%,0.0045,0.0104,Triglycerides to Total-Lipids in Large HDL percentage
Omega-6%,0.0060,0.0099,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0097,0.0099,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0105,0.0097,Leucine
XL-HDL-CE%,0.0078,0.0088,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0070,0.0084,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0083,0.0083,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0048,0.0079,Citrate
XS-VLDL-FC%,0.0050,0.0076,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0050,0.0066,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG,0.0037,0.0063,Triglycerides in Medium HDL
HDL-TG,0.0038,0.0060,Triglycerides in HDL
Acetoacetate,0.0057,0.0059,Acetoacetate
Sc-ala,0.0063,0.0057,Spectrometer-corrected alanine
S-HDL-PL%,0.0072,0.0056,Phospholipids to Total-Lipids in Small HDL percentage
Total-BCAA,0.0027,0.0055,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-FC%,0.0045,0.0055,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0043,0.0049,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,0.0035,0.0047,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Pyruvate,0.0030,0.0046,Pyruvate
Omega-3,0.0057,0.0044,Omega-3 Fatty Acids
3-Hydroxybutyrate,0.0025,0.0035,3-Hydroxybutyrate
DHA,0.0013,0.0033,Docosahexaenoic Acid
XL-HDL-PL,0.0032,0.0033,Phospholipids in Very Large HDL
XXL-VLDL-FC%,0.0018,0.0033,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-FC%,0.0022,0.0031,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,0.0022,0.0027,Phospholipids to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,0.0025,0.0026,Phosphoglycerides
PUFA,0.0010,0.0021,Polyunsaturated Fatty Acids
M-LDL-CE%,0.0017,0.0019,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG%,0.0008,0.0008,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-FC%,0.0007,0.0006,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0005,0.0005,Cholesterol to Total-Lipids in Medium LDL percentage
