Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2132,0.2084,Glycoprotein Acetyls
LA%,0.0925,0.1625,Linoleic Acid to Total-Fatty Acids percentage
IDL-TG%,0.0425,0.1325,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,0.0923,0.1018,Phospholipids to Total-Lipids in Large HDL percentage
Val,0.1177,0.0743,Valine
XS-VLDL-PL%,0.0422,0.0441,Phospholipids to Total-Lipids in Very Small VLDL percentage
Albumin,0.0693,0.0437,Albumin
L-VLDL-PL%,0.0432,0.0296,Phospholipids to Total-Lipids in Large VLDL percentage
Creatinine,0.0383,0.0291,Creatinine
M-LDL-C%,0.0238,0.0198,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,0.0178,0.0178,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0245,0.0160,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.0255,0.0135,Glucose
Total-BCAA,0.0143,0.0108,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0108,0.0084,Tyrosine
PUFA/MUFA,0.0082,0.0076,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-FC,0.0092,0.0063,Free Cholesterol in Very Large HDL
Omega-6%,0.0085,0.0058,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0092,0.0057,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoB/ApoA1,0.0068,0.0048,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-CE%,0.0080,0.0042,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.0037,0.0035,Free Cholesterol to Total-Lipids in Small LDL percentage
Sc-ala,0.0060,0.0034,Spectrometer-corrected alanine
Glu-lactate,0.0052,0.0034,Glucose-lactate
Lactate,0.0052,0.0032,Lactate
XXL-VLDL-C%,0.0037,0.0027,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0030,0.0026,Alanine
L-HDL-C%,0.0017,0.0024,Cholesterol to Total-Lipids in Large HDL percentage
3-Hydroxybutyrate,0.0043,0.0023,3-Hydroxybutyrate
Phe,0.0035,0.0023,Phenylalanine
Gln,0.0037,0.0022,Glutamine
Acetone,0.0040,0.0022,Acetone
S-HDL-PL,0.0033,0.0022,Phospholipids in Small HDL
Unsaturation,0.0037,0.0021,Degree of Unsaturation
XXL-VLDL-CE,0.0032,0.0020,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Gly,0.0033,0.0019,Glycine
IDL-FC%,0.0032,0.0016,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.0020,0.0015,Cholesterol to Total-Lipids in Large LDL percentage
Acetate,0.0028,0.0014,Acetate
XXL-VLDL-CE%,0.0013,0.0014,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0025,0.0012,Pyruvate
M-HDL-PL%,0.0017,0.0011,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-size,0.0023,0.0011,Average Diameter for LDL Particles
His,0.0013,0.0009,Histidine
Omega-3%,0.0013,0.0008,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0013,0.0007,Acetoacetate
IDL-C%,0.0010,0.0007,Cholesterol to Total-Lipids in IDL percentage
L-HDL-FC%,0.0008,0.0006,Free Cholesterol to Total-Lipids in Large HDL percentage
Leu,0.0008,0.0006,Leucine
M-LDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in IDL percentage
Citrate,0.0003,0.0002,Citrate
SFA%,0.0002,0.0001,Saturated Fatty Acids to Total-Fatty Acids percentage
