Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1827,0.2939,Glycoprotein Acetyls
Val,0.1678,0.1682,Valine
Unsaturation,0.0773,0.0711,Degree of Unsaturation
Gly,0.0570,0.0443,Glycine
PUFA/MUFA,0.0403,0.0428,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.0307,0.0303,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0237,0.0263,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-FC%,0.0305,0.0263,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0347,0.0258,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0313,0.0245,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0277,0.0219,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0252,0.0207,Leucine
Albumin,0.0238,0.0182,Albumin
IDL-CE%,0.0167,0.0165,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0267,0.0161,Creatinine
Pyruvate,0.0207,0.0136,Pyruvate
Lactate,0.0190,0.0128,Lactate
LDL-size,0.0130,0.0107,Average Diameter for LDL Particles
Tyr,0.0112,0.0103,Tyrosine
Glu,0.0118,0.0090,Glucose
XS-VLDL-PL%,0.0110,0.0076,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0103,0.0075,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0063,0.0064,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0073,0.0057,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0077,0.0055,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Citrate,0.0070,0.0054,Citrate
Acetoacetate,0.0080,0.0050,Acetoacetate
M-HDL-PL%,0.0075,0.0046,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.0052,0.0044,Cholesterol to Total-Lipids in Large LDL percentage
Glu-lactate,0.0045,0.0043,Glucose-lactate
VLDL-size,0.0052,0.0038,Average Diameter for VLDL Particles
Ala,0.0048,0.0037,Alanine
LA,0.0053,0.0035,Linoleic Acid
L-VLDL-FC%,0.0048,0.0035,Free Cholesterol to Total-Lipids in Large VLDL percentage
Gln,0.0045,0.0033,Glutamine
3-Hydroxybutyrate,0.0040,0.0032,3-Hydroxybutyrate
IDL-FC%,0.0040,0.0031,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-TG%,0.0030,0.0025,Triglycerides to Total-Lipids in Large VLDL percentage
Phe,0.0027,0.0019,Phenylalanine
Acetone,0.0020,0.0018,Acetone
L-LDL-PL%,0.0023,0.0017,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0032,0.0014,Triglycerides to Total-Lipids in Large LDL percentage
His,0.0018,0.0012,Histidine
M-LDL-PL%,0.0010,0.0012,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0012,0.0012,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,0.0012,0.0011,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0007,0.0008,Spectrometer-corrected alanine
Acetate,0.0010,0.0007,Acetate
L-VLDL-PL%,0.0007,0.0006,Phospholipids to Total-Lipids in Large VLDL percentage
SFA%,0.0002,0.0001,Saturated Fatty Acids to Total-Fatty Acids percentage
