Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1627,0.1558,Creatinine
Albumin,0.0660,0.0507,Albumin
Unsaturation,0.0385,0.0389,Degree of Unsaturation
Lactate,0.0458,0.0356,Lactate
IDL-PL%,0.0388,0.0355,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0297,0.0352,3-Hydroxybutyrate
GlycA,0.0402,0.0332,Glycoprotein Acetyls
Pyruvate,0.0245,0.0330,Pyruvate
Ile,0.0098,0.0299,Isoleucine
Leu,0.0250,0.0278,Leucine
IDL-C%,0.0305,0.0275,Cholesterol to Total-Lipids in IDL percentage
Tyr,0.0365,0.0263,Tyrosine
IDL-CE%,0.0238,0.0253,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-BCAA,0.0200,0.0240,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-FC%,0.0233,0.0229,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0172,0.0221,Phospholipids to Total-Lipids in Medium LDL percentage
LA%,0.0320,0.0205,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0175,0.0205,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0202,0.0201,Citrate
Glu,0.0145,0.0192,Glucose
M-LDL-C%,0.0292,0.0185,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0232,0.0183,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0178,0.0167,Phospholipids to Total-Lipids in Small LDL percentage
Gln,0.0118,0.0157,Glutamine
S-HDL-CE,0.0110,0.0155,Cholesteryl Esters in Small HDL
Acetone,0.0135,0.0139,Acetone
His,0.0100,0.0132,Histidine
Glu-lactate,0.0097,0.0128,Glucose-lactate
SFA%,0.0065,0.0128,Saturated Fatty Acids to Total-Fatty Acids percentage
Total-P,0.0172,0.0123,Total-Concentration of Lipoprotein Particles
Acetoacetate,0.0132,0.0120,Acetoacetate
Phe,0.0098,0.0114,Phenylalanine
Val,0.0048,0.0109,Valine
Ala,0.0093,0.0102,Alanine
L-LDL-CE%,0.0088,0.0098,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0115,0.0096,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,0.0053,0.0096,Phospholipids to Total-Lipids in Medium HDL percentage
Gly,0.0102,0.0086,Glycine
L-HDL-PL%,0.0068,0.0083,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.0060,0.0056,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,0.0022,0.0046,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0033,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0068,0.0045,Docosahexaenoic Acid
Sc-ala,0.0033,0.0038,Spectrometer-corrected alanine
M-LDL-FC%,0.0018,0.0037,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.0050,0.0037,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0043,0.0033,Phospholipids to Total-Lipids in Small HDL percentage
Acetate,0.0033,0.0029,Acetate
XL-VLDL-PL%,0.0013,0.0028,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.0013,0.0027,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0032,0.0024,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0027,0.0023,Average Diameter for LDL Particles
MUFA%,0.0042,0.0022,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA,0.0017,0.0018,Polyunsaturated Fatty Acids
M-VLDL-TG,0.0007,0.0017,Triglycerides in Medium VLDL
L-LDL-C%,0.0012,0.0016,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0007,0.0013,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-C%,0.0005,0.0006,Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0003,0.0002,Omega-6 Fatty Acids to Total-Fatty Acids percentage
