Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
His,0.0628,0.0734,Histidine
Glu,0.0570,0.0692,Glucose
GlycA,0.0698,0.0648,Glycoprotein Acetyls
Acetate,0.0635,0.0627,Acetate
Lactate,0.0670,0.0588,Lactate
DHA,0.0818,0.0452,Docosahexaenoic Acid
Albumin,0.0457,0.0409,Albumin
IDL-PL%,0.0415,0.0367,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0213,0.0331,Tyrosine
LA%,0.0457,0.0329,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0277,0.0316,Leucine
Acetoacetate,0.0245,0.0304,Acetoacetate
Citrate,0.0303,0.0293,Citrate
Sc-ala,0.0220,0.0292,Spectrometer-corrected alanine
Gly,0.0172,0.0291,Glycine
Val,0.0255,0.0256,Valine
Ala,0.0387,0.0228,Alanine
XS-VLDL-PL%,0.0187,0.0195,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ile,0.0158,0.0163,Isoleucine
Creatinine,0.0150,0.0141,Creatinine
XS-VLDL-CE%,0.0122,0.0139,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
SFA%,0.0123,0.0132,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0067,0.0126,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0115,0.0122,Free Cholesterol to Total-Lipids in IDL percentage
Total-BCAA,0.0105,0.0109,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,0.0082,0.0106,3-Hydroxybutyrate
Omega-3%,0.0178,0.0101,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0172,0.0098,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0065,0.0082,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-C%,0.0083,0.0062,Cholesterol to Total-Lipids in IDL percentage
M-HDL-CE,0.0050,0.0060,Cholesteryl Esters in Medium HDL
Pyruvate,0.0020,0.0059,Pyruvate
S-VLDL-CE%,0.0022,0.0056,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Omega-6/Omega-3,0.0065,0.0055,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
