Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0962,0.0696,Creatinine
Gln,0.0223,0.0448,Glutamine
GlycA,0.0255,0.0443,Glycoprotein Acetyls
Pyruvate,0.0527,0.0403,Pyruvate
Tyr,0.0550,0.0379,Tyrosine
Ala,0.0328,0.0345,Alanine
Acetate,0.0228,0.0316,Acetate
IDL-FC%,0.0528,0.0315,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0337,0.0304,Glycine
Acetone,0.0340,0.0289,Acetone
His,0.0465,0.0288,Histidine
Acetoacetate,0.0263,0.0285,Acetoacetate
Sc-ala,0.0293,0.0270,Spectrometer-corrected alanine
L-LDL-CE%,0.0248,0.0248,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-C%,0.0363,0.0235,Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.0187,0.0232,Phenylalanine
Glu,0.0127,0.0232,Glucose
Citrate,0.0125,0.0213,Citrate
SFA%,0.0220,0.0211,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0200,0.0203,Phospholipids to Total-Lipids in Small LDL percentage
LDL-size,0.0138,0.0191,Average Diameter for LDL Particles
Albumin,0.0268,0.0188,Albumin
S-HDL-P,0.0045,0.0172,Concentration of Small HDL Particles
Omega-6/Omega-3,0.0078,0.0162,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,0.0137,0.0158,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0145,0.0153,Lactate
MUFA%,0.0155,0.0142,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0107,0.0136,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0115,0.0135,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0128,0.0132,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.0205,0.0121,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-FC%,0.0220,0.0115,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-FC,0.0040,0.0094,Free Cholesterol in Very Large HDL
XXL-VLDL-PL%,0.0087,0.0089,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,0.0072,0.0080,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0052,0.0080,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-C%,0.0115,0.0080,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-C,0.0023,0.0078,Cholesterol in Small HDL
IDL-PL%,0.0060,0.0077,Phospholipids to Total-Lipids in IDL percentage
HDL-P,0.0040,0.0077,Concentration of HDL Particles
PUFA,0.0038,0.0075,Polyunsaturated Fatty Acids
Ile,0.0045,0.0069,Isoleucine
Leu,0.0052,0.0066,Leucine
XL-HDL-C%,0.0075,0.0060,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,0.0032,0.0060,Phospholipids to Total-Lipids in Medium HDL percentage
Glu-lactate,0.0048,0.0059,Glucose-lactate
S-HDL-L,0.0012,0.0056,Total-Lipids in Small HDL
L-HDL-PL%,0.0037,0.0053,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-CE%,0.0050,0.0051,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
MUFA,0.0028,0.0045,Monounsaturated Fatty Acids
XS-VLDL-CE%,0.0030,0.0041,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Val,0.0027,0.0039,Valine
S-HDL-PL,0.0005,0.0037,Phospholipids in Small HDL
PUFA%,0.0050,0.0034,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE%,0.0050,0.0034,Cholesteryl Esters to Total-Lipids in Small HDL percentage
HDL-L,0.0025,0.0034,Total-Lipids in HDL
L-LDL-C%,0.0040,0.0031,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0043,0.0029,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.0032,0.0027,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Unsaturation,0.0055,0.0027,Degree of Unsaturation
IDL-CE%,0.0017,0.0027,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-CE%,0.0013,0.0026,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0022,0.0026,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-TG%,0.0045,0.0025,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL,0.0018,0.0025,Phospholipids in Large LDL
Omega-3,0.0020,0.0024,Omega-3 Fatty Acids
L-LDL-TG,0.0020,0.0021,Triglycerides in Large LDL
XL-HDL-CE%,0.0005,0.0018,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-C%,0.0013,0.0014,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.0003,0.0009,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-C%,0.0015,0.0009,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0005,0.0009,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,0.0005,0.0007,Phospholipids to Total-Lipids in Very Large VLDL percentage
SFA,0.0010,0.0006,Saturated Fatty Acids
L-HDL-TG,0.0007,0.0006,Triglycerides in Large HDL
L-VLDL-TG%,0.0008,0.0005,Triglycerides to Total-Lipids in Large VLDL percentage
