Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1493,0.1360,Albumin
Glu-lactate,0.1103,0.0885,Glucose-lactate
Citrate,0.0678,0.0615,Citrate
L-LDL-CE%,0.0618,0.0531,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0473,0.0441,Valine
Lactate,0.0332,0.0430,Lactate
Creatinine,0.0383,0.0410,Creatinine
Glu,0.0410,0.0408,Glucose
Acetate,0.0382,0.0378,Acetate
Pyruvate,0.0303,0.0363,Pyruvate
XXL-VLDL-PL%,0.0377,0.0322,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0373,0.0314,Tyrosine
L-LDL-PL%,0.0260,0.0264,Phospholipids to Total-Lipids in Large LDL percentage
Sc-ala,0.0167,0.0260,Spectrometer-corrected alanine
Total-BCAA,0.0145,0.0221,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
His,0.0187,0.0202,Histidine
Ala,0.0187,0.0196,Alanine
XL-HDL-PL,0.0230,0.0193,Phospholipids in Very Large HDL
Phe,0.0235,0.0184,Phenylalanine
Acetoacetate,0.0132,0.0174,Acetoacetate
XS-VLDL-PL%,0.0158,0.0160,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-CE,0.0140,0.0140,Cholesteryl Esters in IDL
Acetone,0.0107,0.0139,Acetone
L-LDL-C%,0.0160,0.0118,Cholesterol to Total-Lipids in Large LDL percentage
SFA%,0.0072,0.0118,Saturated Fatty Acids to Total-Fatty Acids percentage
Gly,0.0057,0.0109,Glycine
LDL-size,0.0095,0.0109,Average Diameter for LDL Particles
Omega-3,0.0062,0.0101,Omega-3 Fatty Acids
LA%,0.0048,0.0092,Linoleic Acid to Total-Fatty Acids percentage
Ile,0.0018,0.0066,Isoleucine
3-Hydroxybutyrate,0.0060,0.0065,3-Hydroxybutyrate
XS-VLDL-TG%,0.0065,0.0063,Triglycerides to Total-Lipids in Very Small VLDL percentage
Gln,0.0073,0.0062,Glutamine
L-VLDL-FC%,0.0042,0.0059,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3%,0.0037,0.0056,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,0.0065,0.0055,Cholesteryl Esters in Small HDL
XL-HDL-PL%,0.0062,0.0054,Phospholipids to Total-Lipids in Very Large HDL percentage
GlycA,0.0032,0.0049,Glycoprotein Acetyls
DHA,0.0025,0.0047,Docosahexaenoic Acid
M-LDL-C%,0.0027,0.0035,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0025,0.0035,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,0.0023,0.0030,Degree of Unsaturation
M-LDL-PL%,0.0015,0.0021,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0018,0.0019,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0013,0.0013,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL%,0.0012,0.0012,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0007,0.0009,Leucine
DHA%,0.0005,0.0006,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0003,0.0002,Phospholipids to Total-Lipids in IDL percentage
