Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.0923,0.0693,Glycoprotein Acetyls
Creatinine,0.0620,0.0631,Creatinine
Acetoacetate,0.0245,0.0472,Acetoacetate
His,0.0582,0.0464,Histidine
Albumin,0.0337,0.0445,Albumin
Citrate,0.0380,0.0443,Citrate
Ile,0.0412,0.0428,Isoleucine
Gly,0.0335,0.0346,Glycine
3-Hydroxybutyrate,0.0333,0.0326,3-Hydroxybutyrate
DHA%,0.0428,0.0308,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,0.0147,0.0306,Lactate
Acetate,0.0248,0.0292,Acetate
IDL-CE%,0.0283,0.0281,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL%,0.0270,0.0269,Phospholipids to Total-Lipids in IDL percentage
L-LDL-CE%,0.0398,0.0260,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA,0.0265,0.0223,Linoleic Acid
Pyruvate,0.0115,0.0222,Pyruvate
Sc-ala,0.0262,0.0220,Spectrometer-corrected alanine
Gln,0.0217,0.0214,Glutamine
Tyr,0.0287,0.0214,Tyrosine
Glu-lactate,0.0137,0.0213,Glucose-lactate
L-HDL-FC%,0.0325,0.0207,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0072,0.0180,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0102,0.0150,Acetone
LA%,0.0072,0.0137,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0087,0.0131,Glucose
XS-VLDL-FC,0.0157,0.0116,Free Cholesterol in Very Small VLDL
XL-HDL-P,0.0153,0.0111,Concentration of Very Large HDL Particles
Phe,0.0160,0.0111,Phenylalanine
L-HDL-CE%,0.0093,0.0107,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-FC%,0.0078,0.0091,Free Cholesterol to Total-Lipids in IDL percentage
LDL-size,0.0075,0.0088,Average Diameter for LDL Particles
XS-VLDL-PL%,0.0048,0.0075,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0105,0.0074,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0120,0.0069,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0067,0.0063,Phospholipids to Total-Lipids in Large HDL percentage
Ala,0.0097,0.0061,Alanine
Leu,0.0062,0.0059,Leucine
L-LDL-PL%,0.0068,0.0054,Phospholipids to Total-Lipids in Large LDL percentage
DHA,0.0067,0.0053,Docosahexaenoic Acid
S-HDL-PL%,0.0042,0.0051,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-FC,0.0048,0.0049,Free Cholesterol in Very Large HDL
HDL-size,0.0043,0.0048,Average Diameter for HDL Particles
XXL-VLDL-C%,0.0032,0.0047,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0022,0.0043,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.0032,0.0041,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0065,0.0038,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,0.0033,0.0037,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0065,0.0037,Valine
PUFA/MUFA,0.0053,0.0036,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.0050,0.0034,Degree of Unsaturation
L-HDL-TG%,0.0017,0.0033,Triglycerides to Total-Lipids in Large HDL percentage
IDL-CE,0.0023,0.0032,Cholesteryl Esters in IDL
M-HDL-TG,0.0018,0.0028,Triglycerides in Medium HDL
SFA%,0.0047,0.0028,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0023,0.0026,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-FC%,0.0017,0.0025,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-PL%,0.0032,0.0022,Phospholipids to Total-Lipids in Very Large VLDL percentage
PUFA%,0.0007,0.0021,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0012,0.0020,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0013,0.0019,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0012,0.0017,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-P,0.0012,0.0016,Concentration of IDL Particles
L-LDL-FC%,0.0010,0.0015,Free Cholesterol to Total-Lipids in Large LDL percentage
Total-BCAA,0.0022,0.0015,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-FC%,0.0007,0.0008,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-6%,0.0008,0.0004,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C,0.0002,0.0003,Cholesterol in IDL
Omega-3,0.0002,0.0001,Omega-3 Fatty Acids
