Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1108,0.0708,Creatinine
Phe,0.0528,0.0541,Phenylalanine
SFA%,0.0378,0.0422,Saturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0433,0.0380,Glutamine
XL-HDL-L,0.0315,0.0341,Total-Lipids in Very Large HDL
Citrate,0.0290,0.0339,Citrate
M-LDL-PL%,0.0333,0.0327,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0293,0.0316,3-Hydroxybutyrate
XL-HDL-FC%,0.0295,0.0310,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,0.0280,0.0301,Leucine
Lactate,0.0235,0.0276,Lactate
His,0.0187,0.0260,Histidine
M-HDL-PL,0.0232,0.0234,Phospholipids in Medium HDL
LDL-size,0.0187,0.0229,Average Diameter for LDL Particles
L-HDL-PL,0.0205,0.0229,Phospholipids in Large HDL
Ala,0.0278,0.0222,Alanine
Glu,0.0155,0.0219,Glucose
Tyr,0.0337,0.0215,Tyrosine
Pyruvate,0.0127,0.0208,Pyruvate
Acetoacetate,0.0152,0.0183,Acetoacetate
Acetone,0.0150,0.0181,Acetone
Sc-ala,0.0158,0.0181,Spectrometer-corrected alanine
Albumin,0.0202,0.0181,Albumin
IDL-FC%,0.0200,0.0151,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0173,0.0137,Isoleucine
L-LDL-TG%,0.0112,0.0134,Triglycerides to Total-Lipids in Large LDL percentage
Gly,0.0220,0.0131,Glycine
MUFA%,0.0062,0.0119,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0128,0.0115,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0047,0.0113,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0125,0.0106,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0057,0.0105,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL%,0.0078,0.0099,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-PL%,0.0093,0.0090,Phospholipids to Total-Lipids in Small VLDL percentage
