Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Phe,0.0387,0.0601,Phenylalanine
Creatinine,0.0635,0.0551,Creatinine
Glu,0.0402,0.0420,Glucose
His,0.0370,0.0402,Histidine
M-LDL-C%,0.0438,0.0392,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0537,0.0378,Glycoprotein Acetyls
Lactate,0.0362,0.0369,Lactate
Albumin,0.0483,0.0361,Albumin
Pyruvate,0.0585,0.0353,Pyruvate
SFA%,0.0300,0.0322,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0233,0.0313,Acetate
Acetoacetate,0.0440,0.0304,Acetoacetate
Gln,0.0193,0.0294,Glutamine
Citrate,0.0218,0.0282,Citrate
Ala,0.0315,0.0267,Alanine
LA%,0.0317,0.0266,Linoleic Acid to Total-Fatty Acids percentage
Ile,0.0115,0.0265,Isoleucine
XS-VLDL-FC%,0.0258,0.0262,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Gly,0.0250,0.0229,Glycine
Glu-lactate,0.0222,0.0220,Glucose-lactate
Unsaturation,0.0258,0.0207,Degree of Unsaturation
S-HDL-PL%,0.0132,0.0202,Phospholipids to Total-Lipids in Small HDL percentage
Acetone,0.0145,0.0190,Acetone
S-HDL-L,0.0252,0.0187,Total-Lipids in Small HDL
XL-HDL-CE%,0.0113,0.0186,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.0180,0.0186,Cholesterol to Total-Lipids in Large LDL percentage
Val,0.0130,0.0173,Valine
L-LDL-PL%,0.0135,0.0150,Phospholipids to Total-Lipids in Large LDL percentage
Tyr,0.0133,0.0137,Tyrosine
IDL-PL%,0.0068,0.0136,Phospholipids to Total-Lipids in IDL percentage
S-HDL-C,0.0102,0.0132,Cholesterol in Small HDL
LDL-size,0.0103,0.0130,Average Diameter for LDL Particles
LA,0.0152,0.0125,Linoleic Acid
L-LDL-CE%,0.0092,0.0093,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Leu,0.0052,0.0072,Leucine
DHA%,0.0102,0.0072,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,0.0080,0.0066,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0047,0.0065,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-CE%,0.0110,0.0064,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-PL%,0.0060,0.0063,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0047,0.0052,3-Hydroxybutyrate
L-HDL-TG,0.0063,0.0049,Triglycerides in Large HDL
S-HDL-FC%,0.0035,0.0047,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0038,0.0043,Spectrometer-corrected alanine
L-LDL-P,0.0043,0.0041,Concentration of Large LDL Particles
Omega-6%,0.0027,0.0036,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0030,0.0033,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0022,0.0030,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0010,0.0027,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-PL%,0.0033,0.0027,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0037,0.0024,Cholesteryl Esters to Total-Lipids in IDL percentage
MUFA%,0.0027,0.0024,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0010,0.0023,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,0.0035,0.0022,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-FC%,0.0018,0.0017,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.0017,0.0013,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0002,0.0003,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0002,2.7488e-05,Phospholipids to Total-Lipids in Large HDL percentage
