Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetone,0.0575,0.0649,Acetone
GlycA,0.0740,0.0554,Glycoprotein Acetyls
LDL-size,0.0633,0.0543,Average Diameter for LDL Particles
Acetoacetate,0.0457,0.0532,Acetoacetate
Gly,0.0633,0.0493,Glycine
3-Hydroxybutyrate,0.0433,0.0487,3-Hydroxybutyrate
XL-VLDL-PL%,0.0518,0.0479,Phospholipids to Total-Lipids in Very Large VLDL percentage
Albumin,0.0637,0.0391,Albumin
IDL-FC%,0.0365,0.0388,Free Cholesterol to Total-Lipids in IDL percentage
Gln,0.0372,0.0357,Glutamine
IDL-CE%,0.0247,0.0316,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-PL%,0.0260,0.0292,Phospholipids to Total-Lipids in Small LDL percentage
His,0.0262,0.0261,Histidine
Creatinine,0.0187,0.0218,Creatinine
Acetate,0.0248,0.0209,Acetate
MUFA%,0.0227,0.0207,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0133,0.0205,Glucose-lactate
Ala,0.0190,0.0188,Alanine
LA%,0.0097,0.0172,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-FC%,0.0128,0.0169,Free Cholesterol to Total-Lipids in Small HDL percentage
Tyr,0.0178,0.0168,Tyrosine
Phe,0.0085,0.0161,Phenylalanine
SFA%,0.0128,0.0154,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC%,0.0150,0.0136,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-PL%,0.0083,0.0134,Phospholipids to Total-Lipids in Large VLDL percentage
Pyruvate,0.0157,0.0132,Pyruvate
DHA%,0.0178,0.0125,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-CE%,0.0070,0.0124,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Ile,0.0128,0.0119,Isoleucine
Val,0.0092,0.0104,Valine
L-LDL-PL%,0.0075,0.0102,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,0.0052,0.0101,Degree of Unsaturation
Glu,0.0123,0.0092,Glucose
Sc-ala,0.0062,0.0091,Spectrometer-corrected alanine
M-LDL-PL%,0.0085,0.0086,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,0.0073,0.0076,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL%,0.0093,0.0072,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0073,0.0070,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC,0.0033,0.0070,Free Cholesterol in Large HDL
Omega-6%,0.0073,0.0065,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0028,0.0057,Leucine
S-LDL-C%,0.0045,0.0056,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-TG,0.0045,0.0051,Triglycerides in Large HDL
Lactate,0.0032,0.0050,Lactate
ApoB/ApoA1,0.0048,0.0050,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-PL%,0.0050,0.0044,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6,0.0048,0.0040,Omega-6 Fatty Acids
XXL-VLDL-FC%,0.0048,0.0038,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0010,0.0034,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0023,0.0032,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0042,0.0031,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Citrate,0.0050,0.0031,Citrate
XL-VLDL-C%,0.0020,0.0025,Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA/MUFA,0.0018,0.0022,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-TG%,0.0018,0.0022,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0022,0.0020,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0035,0.0019,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0025,0.0019,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-PL%,0.0013,0.0018,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-CE%,0.0017,0.0017,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-BCAA,0.0015,0.0015,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA,0.0003,0.0007,Docosahexaenoic Acid
XXL-VLDL-TG%,0.0003,0.0005,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0003,0.0004,Cholesterol to Total-Lipids in Medium LDL percentage
