Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1160,0.1134,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0697,0.0515,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.0487,0.0471,Citrate
LDL-size,0.0492,0.0461,Average Diameter for LDL Particles
Acetate,0.0235,0.0379,Acetate
Sc-ala,0.0413,0.0370,Spectrometer-corrected alanine
L-HDL-FC%,0.0398,0.0368,Free Cholesterol to Total-Lipids in Large HDL percentage
Tyr,0.0200,0.0359,Tyrosine
Lactate,0.0517,0.0355,Lactate
Gly,0.0372,0.0348,Glycine
Gln,0.0245,0.0325,Glutamine
S-HDL-PL%,0.0290,0.0323,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,0.0243,0.0312,Saturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0400,0.0306,Alanine
Phe,0.0178,0.0250,Phenylalanine
Creatinine,0.0177,0.0212,Creatinine
GlycA,0.0330,0.0207,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0252,0.0196,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0208,0.0187,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0163,0.0170,Pyruvate
XL-HDL-CE%,0.0208,0.0165,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Albumin,0.0145,0.0158,Albumin
Glu-lactate,0.0132,0.0158,Glucose-lactate
S-HDL-FC%,0.0195,0.0146,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0063,0.0116,Phospholipids to Total-Lipids in Large LDL percentage
Acetoacetate,0.0110,0.0108,Acetoacetate
S-HDL-L,0.0077,0.0107,Total-Lipids in Small HDL
Acetone,0.0062,0.0107,Acetone
IDL-PL%,0.0078,0.0098,Phospholipids to Total-Lipids in IDL percentage
Glu,0.0067,0.0095,Glucose
IDL-CE%,0.0150,0.0084,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-PL%,0.0073,0.0075,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.0067,0.0072,Phospholipids to Total-Lipids in Medium VLDL percentage
L-VLDL-TG%,0.0062,0.0071,Triglycerides to Total-Lipids in Large VLDL percentage
His,0.0072,0.0069,Histidine
S-HDL-TG%,0.0080,0.0067,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0045,0.0065,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-FC,0.0025,0.0062,Free Cholesterol in Very Large HDL
Val,0.0048,0.0055,Valine
L-LDL-CE%,0.0033,0.0054,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0062,0.0051,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-CE,0.0030,0.0051,Cholesteryl Esters in Medium HDL
XXL-VLDL-PL%,0.0075,0.0048,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL,0.0042,0.0045,Phospholipids in Small LDL
Omega-3%,0.0032,0.0043,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.0022,0.0038,Cholesterol to Total-Lipids in Medium HDL percentage
Ile,0.0037,0.0038,Isoleucine
S-HDL-PL,0.0032,0.0035,Phospholipids in Small HDL
L-VLDL-FC%,0.0022,0.0034,Free Cholesterol to Total-Lipids in Large VLDL percentage
IDL-TG%,0.0017,0.0031,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-TG%,0.0020,0.0030,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0018,0.0030,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE,0.0027,0.0030,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-VLDL-CE%,0.0047,0.0029,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
PUFA%,0.0027,0.0028,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0018,0.0025,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-C%,0.0020,0.0025,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.0012,0.0024,Degree of Unsaturation
XS-VLDL-PL%,0.0033,0.0023,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6,0.0015,0.0023,Omega-6 Fatty Acids
L-LDL-C%,0.0018,0.0022,Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC%,0.0015,0.0021,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0028,0.0014,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-size,0.0025,0.0013,Average Diameter for HDL Particles
XXL-VLDL-C%,0.0018,0.0013,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0007,0.0012,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0010,0.0010,Leucine
M-LDL-FC%,0.0003,0.0010,Free Cholesterol to Total-Lipids in Medium LDL percentage
PC,0.0010,0.0009,Phosphatidylcholines
DHA%,0.0007,0.0008,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-FC%,0.0005,0.0007,Free Cholesterol to Total-Lipids in Small LDL percentage
