Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-C,0.0903,0.1556,Cholesterol in IDL
L-LDL-C%,0.0822,0.1021,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.0918,0.0899,Creatinine
3-Hydroxybutyrate,0.1072,0.0837,3-Hydroxybutyrate
IDL-CE,0.0335,0.0555,Cholesteryl Esters in IDL
Acetoacetate,0.0447,0.0549,Acetoacetate
M-LDL-C%,0.0445,0.0424,Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,0.0487,0.0415,Albumin
Gly,0.0555,0.0415,Glycine
GlycA,0.0145,0.0213,Glycoprotein Acetyls
S-LDL-CE%,0.0265,0.0196,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0203,0.0191,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Phe,0.0182,0.0189,Phenylalanine
Acetone,0.0278,0.0182,Acetone
Leu,0.0190,0.0168,Leucine
His,0.0332,0.0155,Histidine
Sc-ala,0.0158,0.0141,Spectrometer-corrected alanine
IDL-FC%,0.0122,0.0140,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0242,0.0135,Phospholipids to Total-Lipids in IDL percentage
Ala,0.0168,0.0133,Alanine
DHA%,0.0135,0.0132,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,0.0098,0.0110,Lactate
Glu,0.0097,0.0108,Glucose
M-LDL-PL%,0.0105,0.0100,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0125,0.0093,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-PL%,0.0083,0.0091,Phospholipids to Total-Lipids in Small HDL percentage
Tyr,0.0093,0.0088,Tyrosine
Acetate,0.0152,0.0087,Acetate
L-HDL-TG,0.0078,0.0064,Triglycerides in Large HDL
XXL-VLDL-FC%,0.0057,0.0060,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0088,0.0059,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG%,0.0040,0.0052,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-C%,0.0040,0.0049,Cholesterol to Total-Lipids in IDL percentage
LDL-size,0.0063,0.0042,Average Diameter for LDL Particles
Citrate,0.0043,0.0036,Citrate
Pyruvate,0.0015,0.0032,Pyruvate
Ile,0.0055,0.0030,Isoleucine
S-LDL-PL%,0.0033,0.0027,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6,0.0040,0.0026,Omega-6 Fatty Acids
Gln,0.0040,0.0025,Glutamine
S-LDL-C%,0.0043,0.0023,Cholesterol to Total-Lipids in Small LDL percentage
SFA%,0.0042,0.0020,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0012,0.0019,Valine
M-LDL-CE%,0.0027,0.0018,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA,0.0018,0.0016,Docosahexaenoic Acid
LA%,0.0012,0.0014,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0027,0.0013,Phospholipids to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0005,0.0011,Degree of Unsaturation
L-HDL-CE%,0.0018,0.0011,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu-lactate,0.0013,0.0009,Glucose-lactate
Total-BCAA,0.0022,0.0007,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA%,0.0005,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0007,0.0005,Free Cholesterol to Total-Lipids in Small HDL percentage
