Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0318,0.1062,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0407,0.0852,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-PL%,0.0798,0.0752,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG,0.0957,0.0744,Triglycerides in Large HDL
L-LDL-C%,0.0497,0.0692,Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.0743,0.0619,Albumin
IDL-TG%,0.0245,0.0601,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0675,0.0577,Phospholipids to Total-Lipids in Very Small VLDL percentage
Citrate,0.0912,0.0474,Citrate
GlycA,0.0705,0.0461,Glycoprotein Acetyls
PUFA/MUFA,0.0352,0.0335,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.0320,0.0304,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0405,0.0296,Glucose
MUFA%,0.0348,0.0283,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,0.0097,0.0242,Free Cholesterol to Total-Lipids in Large LDL percentage
Gln,0.0218,0.0234,Glutamine
Glu-lactate,0.0205,0.0175,Glucose-lactate
L-HDL-PL%,0.0143,0.0135,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.0060,0.0132,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Gly,0.0240,0.0117,Glycine
XS-VLDL-C%,0.0045,0.0082,Cholesterol to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0103,0.0076,Degree of Unsaturation
Ala,0.0105,0.0073,Alanine
Creatinine,0.0088,0.0054,Creatinine
Sc-ala,0.0092,0.0054,Spectrometer-corrected alanine
Tyr,0.0117,0.0052,Tyrosine
S-LDL-CE%,0.0068,0.0050,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-3,0.0083,0.0048,Omega-3 Fatty Acids
IDL-PL%,0.0047,0.0045,Phospholipids to Total-Lipids in IDL percentage
Cholines,0.0042,0.0034,Total-Cholines
Acetate,0.0058,0.0034,Acetate
LA,0.0028,0.0031,Linoleic Acid
DHA,0.0038,0.0026,Docosahexaenoic Acid
L-HDL-CE%,0.0023,0.0025,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-FC%,0.0045,0.0025,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC%,0.0042,0.0023,Free Cholesterol to Total-Lipids in IDL percentage
Val,0.0042,0.0022,Valine
Omega-3%,0.0040,0.0020,Omega-3 Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0035,0.0019,3-Hydroxybutyrate
His,0.0030,0.0019,Histidine
Leu,0.0025,0.0018,Leucine
S-LDL-C%,0.0020,0.0014,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0025,0.0014,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0027,0.0014,Acetoacetate
Lactate,0.0023,0.0012,Lactate
L-HDL-FC%,0.0023,0.0009,Free Cholesterol to Total-Lipids in Large HDL percentage
Pyruvate,0.0008,0.0004,Pyruvate
Phe,0.0007,0.0003,Phenylalanine
XXL-VLDL-CE%,0.0007,0.0003,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0007,0.0003,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetone,0.0003,0.0002,Acetone
LDL-size,0.0005,0.0002,Average Diameter for LDL Particles
L-VLDL-TG%,0.0002,8.7598e-05,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0002,8.3493e-05,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
