Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1283,0.2948,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.1847,0.1610,Glycoprotein Acetyls
Albumin,0.1543,0.1070,Albumin
L-LDL-TG%,0.0653,0.0831,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-C,0.0268,0.0399,Cholesterol in Very Large VLDL
VLDL-size,0.0467,0.0350,Average Diameter for VLDL Particles
Glu,0.0370,0.0266,Glucose
XXL-VLDL-FC%,0.0320,0.0260,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0475,0.0255,Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.0297,0.0205,Leucine
Tyr,0.0215,0.0193,Tyrosine
ApoB/ApoA1,0.0213,0.0185,Apolipoprotein B to Apolipoprotein A1 ratio
Creatinine,0.0260,0.0169,Creatinine
XS-VLDL-PL%,0.0177,0.0158,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0135,0.0108,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetoacetate,0.0200,0.0106,Acetoacetate
LDL-size,0.0100,0.0079,Average Diameter for LDL Particles
His,0.0090,0.0078,Histidine
M-LDL-CE%,0.0135,0.0075,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0082,0.0063,Glucose-lactate
Acetate,0.0097,0.0059,Acetate
Gln,0.0042,0.0050,Glutamine
M-LDL-PL%,0.0037,0.0037,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-FC,0.0057,0.0037,Free Cholesterol in HDL
S-LDL-PL%,0.0037,0.0036,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6%,0.0037,0.0033,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0043,0.0032,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
TG/PG,0.0042,0.0025,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL%,0.0048,0.0023,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0027,0.0023,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0035,0.0020,Valine
Gly,0.0032,0.0019,Glycine
L-VLDL-PL%,0.0032,0.0017,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-PL%,0.0038,0.0017,Phospholipids to Total-Lipids in IDL percentage
L-LDL-C%,0.0025,0.0016,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0023,0.0016,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Citrate,0.0028,0.0015,Citrate
L-LDL-FC%,0.0018,0.0013,Free Cholesterol to Total-Lipids in Large LDL percentage
Lactate,0.0020,0.0012,Lactate
L-LDL-CE%,0.0015,0.0010,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-VLDL-PL%,0.0015,0.0010,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,0.0005,0.0009,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG,0.0013,0.0009,Triglycerides in Very Small VLDL
3-Hydroxybutyrate,0.0012,0.0008,3-Hydroxybutyrate
Phe,0.0015,0.0007,Phenylalanine
SFA%,0.0015,0.0007,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,0.0008,0.0005,Phospholipids to Total-Lipids in Medium HDL percentage
Pyruvate,0.0008,0.0004,Pyruvate
IDL-CE%,0.0008,0.0004,Cholesteryl Esters to Total-Lipids in IDL percentage
Ala,0.0013,0.0004,Alanine
MUFA%,0.0005,0.0004,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,0.0007,0.0004,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-3,0.0007,0.0003,Omega-3 Fatty Acids
S-HDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetone,0.0002,8.3393e-05,Acetone
