Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA,0.1508,0.2247,Linoleic Acid
L-LDL-TG%,0.0968,0.0916,Triglycerides to Total-Lipids in Large LDL percentage
Creatinine,0.1197,0.0741,Creatinine
GlycA,0.0672,0.0636,Glycoprotein Acetyls
LA%,0.0367,0.0359,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0392,0.0314,Albumin
M-VLDL-CE,0.0165,0.0296,Cholesteryl Esters in Medium VLDL
His,0.0352,0.0280,Histidine
Gln,0.0263,0.0265,Glutamine
Citrate,0.0368,0.0243,Citrate
Leu,0.0327,0.0228,Leucine
3-Hydroxybutyrate,0.0163,0.0227,3-Hydroxybutyrate
Total-BCAA,0.0250,0.0212,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0197,0.0210,Glucose
Tyr,0.0162,0.0177,Tyrosine
Val,0.0242,0.0166,Valine
Acetate,0.0120,0.0163,Acetate
Glu-lactate,0.0130,0.0154,Glucose-lactate
Acetone,0.0165,0.0142,Acetone
Lactate,0.0165,0.0118,Lactate
IDL-CE%,0.0112,0.0107,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetoacetate,0.0088,0.0105,Acetoacetate
M-VLDL-C,0.0065,0.0102,Cholesterol in Medium VLDL
Ile,0.0127,0.0101,Isoleucine
M-LDL-TG%,0.0088,0.0098,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0047,0.0094,Phospholipids to Total-Lipids in IDL percentage
Pyruvate,0.0062,0.0084,Pyruvate
L-VLDL-TG%,0.0055,0.0079,Triglycerides to Total-Lipids in Large VLDL percentage
Phe,0.0050,0.0070,Phenylalanine
SFA%,0.0057,0.0062,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.0057,0.0062,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0057,0.0062,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0105,0.0060,Phospholipids to Total-Lipids in Large HDL percentage
Ala,0.0042,0.0060,Alanine
Sc-ala,0.0050,0.0057,Spectrometer-corrected alanine
Gly,0.0055,0.0056,Glycine
MUFA%,0.0043,0.0055,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0048,0.0051,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0052,0.0049,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0057,0.0044,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.0023,0.0042,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-TG,0.0052,0.0042,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL%,0.0050,0.0040,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0038,0.0038,Degree of Unsaturation
XXL-VLDL-TG%,0.0045,0.0033,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-TG%,0.0040,0.0029,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-PL%,0.0015,0.0024,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,0.0042,0.0023,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0020,0.0021,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-FC%,0.0018,0.0021,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.0022,0.0021,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.0020,0.0020,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.0030,0.0016,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-6,0.0018,0.0015,Omega-6 Fatty Acids
XL-VLDL-PL%,0.0020,0.0012,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.0010,0.0010,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0010,0.0009,Docosahexaenoic Acid
S-LDL-CE%,0.0015,0.0008,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.0005,0.0007,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.0007,0.0006,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-3,0.0007,0.0004,Omega-3 Fatty Acids
Omega-3%,0.0003,0.0003,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0002,7.5630e-05,Cholesteryl Esters to Total-Lipids in Large LDL percentage
