Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.2133,0.2222,Albumin
GlycA,0.2163,0.2096,Glycoprotein Acetyls
LA%,0.0805,0.1136,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0428,0.0593,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0543,0.0482,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA,0.0435,0.0464,Linoleic Acid
L-LDL-C%,0.0193,0.0358,Cholesterol to Total-Lipids in Large LDL percentage
Phe,0.0463,0.0342,Phenylalanine
Tyr,0.0367,0.0318,Tyrosine
Acetate,0.0243,0.0155,Acetate
MUFA%,0.0135,0.0135,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0102,0.0119,Cholesterol to Total-Lipids in IDL percentage
Total-BCAA,0.0198,0.0113,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Creatinine,0.0143,0.0111,Creatinine
Leu,0.0120,0.0108,Leucine
IDL-FC%,0.0125,0.0095,Free Cholesterol to Total-Lipids in IDL percentage
Val,0.0102,0.0082,Valine
Glu,0.0120,0.0079,Glucose
His,0.0097,0.0071,Histidine
L-VLDL-TG%,0.0063,0.0071,Triglycerides to Total-Lipids in Large VLDL percentage
PUFA,0.0055,0.0067,Polyunsaturated Fatty Acids
Ala,0.0118,0.0065,Alanine
IDL-PL%,0.0070,0.0058,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0063,0.0057,Free Cholesterol to Total-Lipids in Small HDL percentage
Ile,0.0048,0.0048,Isoleucine
Acetone,0.0037,0.0046,Acetone
Acetoacetate,0.0042,0.0041,Acetoacetate
IDL-CE%,0.0058,0.0041,Cholesteryl Esters to Total-Lipids in IDL percentage
Citrate,0.0047,0.0041,Citrate
Gln,0.0040,0.0035,Glutamine
Glu-lactate,0.0047,0.0034,Glucose-lactate
Lactate,0.0047,0.0034,Lactate
PUFA%,0.0033,0.0030,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0043,0.0028,Pyruvate
L-LDL-FC%,0.0022,0.0021,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6%,0.0018,0.0021,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.0017,0.0019,Triglycerides in Large HDL
ApoB/ApoA1,0.0028,0.0017,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-TG,0.0013,0.0016,Triglycerides in Very Large HDL
S-HDL-PL%,0.0033,0.0016,Phospholipids to Total-Lipids in Small HDL percentage
LDL-size,0.0018,0.0016,Average Diameter for LDL Particles
Gly,0.0032,0.0015,Glycine
XXL-VLDL-TG%,0.0012,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0012,0.0014,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0015,0.0012,Phospholipids to Total-Lipids in Large LDL percentage
DHA%,0.0012,0.0011,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,0.0012,0.0011,Spectrometer-corrected alanine
M-LDL-PL%,0.0007,0.0006,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0010,0.0005,3-Hydroxybutyrate
SFA%,0.0003,0.0003,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0003,0.0001,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Very Large HDL percentage
