Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2040,0.2852,Creatinine
Gly,0.1260,0.1034,Glycine
L-LDL-CE%,0.0553,0.0572,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-PL%,0.0765,0.0518,Phospholipids to Total-Lipids in Very Large HDL percentage
Citrate,0.0318,0.0276,Citrate
L-LDL-C%,0.0303,0.0255,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0173,0.0249,Histidine
XS-VLDL-FC,0.0222,0.0229,Free Cholesterol in Very Small VLDL
XXL-VLDL-PL%,0.0245,0.0225,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0123,0.0201,Linoleic Acid to Total-Fatty Acids percentage
Ile,0.0297,0.0200,Isoleucine
3-Hydroxybutyrate,0.0213,0.0189,3-Hydroxybutyrate
L-LDL-PL%,0.0245,0.0159,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-C,0.0187,0.0159,Cholesterol in Very Small VLDL
L-HDL-PL%,0.0137,0.0147,Phospholipids to Total-Lipids in Large HDL percentage
Tyr,0.0148,0.0144,Tyrosine
S-HDL-C%,0.0157,0.0117,Cholesterol to Total-Lipids in Small HDL percentage
Total-BCAA,0.0075,0.0116,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.0098,0.0115,Valine
L-HDL-PL,0.0193,0.0112,Phospholipids in Large HDL
Phe,0.0055,0.0110,Phenylalanine
Omega-3%,0.0142,0.0107,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0112,0.0103,Acetoacetate
Ala,0.0117,0.0102,Alanine
S-LDL-CE%,0.0117,0.0100,Cholesteryl Esters to Total-Lipids in Small LDL percentage
GlycA,0.0077,0.0099,Glycoprotein Acetyls
Albumin,0.0093,0.0086,Albumin
L-VLDL-FC%,0.0077,0.0085,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,0.0122,0.0084,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetate,0.0055,0.0076,Acetate
Pyruvate,0.0077,0.0075,Pyruvate
LDL-size,0.0067,0.0075,Average Diameter for LDL Particles
LA,0.0093,0.0068,Linoleic Acid
Sc-ala,0.0060,0.0067,Spectrometer-corrected alanine
XL-VLDL-PL%,0.0082,0.0058,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.0052,0.0052,Free Cholesterol to Total-Lipids in Medium LDL percentage
MUFA%,0.0063,0.0050,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0055,0.0047,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL,0.0072,0.0046,Phospholipids in Medium HDL
S-LDL-PL%,0.0053,0.0044,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,0.0060,0.0042,Phospholipids to Total-Lipids in IDL percentage
Unsaturation,0.0025,0.0039,Degree of Unsaturation
S-VLDL-CE%,0.0042,0.0037,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-HDL-L,0.0045,0.0037,Total-Lipids in Small HDL
M-LDL-C%,0.0037,0.0035,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.0038,0.0035,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,0.0023,0.0035,Cholesterol to Total-Lipids in Small LDL percentage
DHA%,0.0012,0.0029,Docosahexaenoic Acid to Total-Fatty Acids percentage
SFA%,0.0030,0.0029,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0043,0.0029,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0025,0.0029,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0012,0.0028,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,0.0022,0.0027,Glutamine
Omega-6/Omega-3,0.0010,0.0026,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Lactate,0.0032,0.0017,Lactate
S-HDL-FC%,0.0040,0.0017,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetone,0.0028,0.0015,Acetone
XXL-VLDL-CE%,0.0007,0.0015,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.0017,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,0.0023,0.0013,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA/MUFA,0.0010,0.0013,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Leu,0.0003,0.0011,Leucine
Glu,0.0007,0.0010,Glucose
XS-VLDL-FC%,0.0010,0.0009,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,0.0007,0.0007,Phospholipids to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0002,0.0002,Glucose-lactate
