Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0632,0.0782,Glutamine
GlycA,0.0790,0.0604,Glycoprotein Acetyls
LA%,0.0592,0.0591,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0728,0.0532,Albumin
IDL-CE%,0.0430,0.0456,Cholesteryl Esters to Total-Lipids in IDL percentage
Pyruvate,0.0408,0.0403,Pyruvate
3-Hydroxybutyrate,0.0468,0.0375,3-Hydroxybutyrate
Acetoacetate,0.0355,0.0336,Acetoacetate
Citrate,0.0270,0.0313,Citrate
Acetate,0.0402,0.0305,Acetate
SFA%,0.0355,0.0293,Saturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0278,0.0292,Creatinine
IDL-FC%,0.0268,0.0256,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0157,0.0252,Phospholipids to Total-Lipids in Very Small VLDL percentage
LDL-size,0.0262,0.0247,Average Diameter for LDL Particles
Phe,0.0213,0.0228,Phenylalanine
M-LDL-FC%,0.0303,0.0208,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-FC,0.0217,0.0200,Free Cholesterol in Very Large HDL
XXL-VLDL-PL%,0.0205,0.0199,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0107,0.0195,Degree of Unsaturation
M-LDL-C%,0.0138,0.0169,Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,0.0125,0.0168,Tyrosine
Ala,0.0157,0.0152,Alanine
Glu,0.0120,0.0142,Glucose
Val,0.0055,0.0133,Valine
IDL-PL%,0.0152,0.0121,Phospholipids to Total-Lipids in IDL percentage
Glu-lactate,0.0142,0.0117,Glucose-lactate
XL-HDL-P,0.0143,0.0113,Concentration of Very Large HDL Particles
Leu,0.0085,0.0107,Leucine
DHA%,0.0043,0.0103,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetone,0.0110,0.0092,Acetone
L-LDL-C%,0.0065,0.0088,Cholesterol to Total-Lipids in Large LDL percentage
Gly,0.0055,0.0086,Glycine
His,0.0035,0.0079,Histidine
XS-VLDL-CE,0.0073,0.0070,Cholesteryl Esters in Very Small VLDL
S-VLDL-C%,0.0072,0.0066,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-PL%,0.0023,0.0055,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-L,0.0038,0.0055,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,0.0058,0.0054,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.0047,0.0052,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,0.0060,0.0050,Triglycerides to Total-Lipids in Medium LDL percentage
Sc-ala,0.0032,0.0046,Spectrometer-corrected alanine
S-HDL-CE%,0.0022,0.0045,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-TG%,0.0022,0.0045,Triglycerides to Total-Lipids in Large HDL percentage
IDL-CE,0.0048,0.0044,Cholesteryl Esters in IDL
M-LDL-PL%,0.0027,0.0041,Phospholipids to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,0.0042,0.0040,Triglycerides to Total-Lipids in Small VLDL percentage
Ile,0.0030,0.0038,Isoleucine
M-VLDL-C,0.0032,0.0038,Cholesterol in Medium VLDL
S-LDL-C%,0.0022,0.0038,Cholesterol to Total-Lipids in Small LDL percentage
Total-BCAA,0.0025,0.0034,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-FC%,0.0025,0.0034,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0030,0.0031,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0020,0.0028,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-PL%,0.0042,0.0028,Phospholipids to Total-Lipids in Small VLDL percentage
XXL-VLDL-TG%,0.0018,0.0028,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0023,0.0027,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.0012,0.0025,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0030,0.0025,Phospholipids to Total-Lipids in Small LDL percentage
LA,0.0015,0.0025,Linoleic Acid
Omega-3%,0.0012,0.0023,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,0.0053,0.0023,Phospholipids to Total-Lipids in Medium HDL percentage
Phosphoglyc,0.0040,0.0023,Phosphoglycerides
L-VLDL-FC%,0.0017,0.0019,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,0.0035,0.0017,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0015,0.0017,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0012,0.0017,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.0018,0.0013,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0010,0.0011,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC,0.0012,0.0010,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-PL%,0.0005,0.0010,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6%,0.0003,0.0008,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,0.0010,0.0006,Triglycerides to Total-Lipids in Small LDL percentage
Lactate,0.0007,0.0005,Lactate
