Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2625,0.3636,Glycoprotein Acetyls
Albumin,0.1968,0.1929,Albumin
Val,0.1352,0.1065,Valine
VLDL-CE,0.0358,0.0393,Cholesteryl Esters in VLDL
ApoB/ApoA1,0.0695,0.0377,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-P,0.0152,0.0322,Concentration of Medium VLDL Particles
L-HDL-PL%,0.0503,0.0297,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-CE,0.0365,0.0283,Cholesteryl Esters in Medium VLDL
L-VLDL-CE,0.0162,0.0227,Cholesteryl Esters in Large VLDL
M-VLDL-PL,0.0132,0.0218,Phospholipids in Medium VLDL
LA,0.0248,0.0199,Linoleic Acid
LA%,0.0197,0.0172,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-C,0.0212,0.0171,Cholesterol in Medium VLDL
S-LDL-P,0.0285,0.0170,Concentration of Small LDL Particles
Leu,0.0225,0.0145,Leucine
M-VLDL-L,0.0060,0.0090,Total-Lipids in Medium VLDL
S-LDL-CE,0.0028,0.0064,Cholesteryl Esters in Small LDL
Total-BCAA,0.0070,0.0040,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-P,0.0038,0.0034,Concentration of Large LDL Particles
PUFA,0.0025,0.0029,Polyunsaturated Fatty Acids
Tyr,0.0058,0.0028,Tyrosine
XL-VLDL-CE,0.0028,0.0023,Cholesteryl Esters in Very Large VLDL
Lactate,0.0063,0.0022,Lactate
IDL-P,0.0028,0.0021,Concentration of IDL Particles
Omega-3%,0.0032,0.0012,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0027,0.0010,Creatinine
Glu-lactate,0.0017,0.0006,Glucose-lactate
XXL-VLDL-CE%,0.0008,0.0004,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0010,0.0004,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0005,0.0003,Acetate
M-HDL-L,0.0010,0.0003,Total-Lipids in Medium HDL
His,0.0008,0.0002,Histidine
Omega-6/Omega-3,0.0003,0.0001,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3,0.0002,6.1358e-05,Omega-3 Fatty Acids
