Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetate,0.0720,0.0536,Acetate
GlycA,0.0393,0.0525,Glycoprotein Acetyls
Phe,0.0488,0.0502,Phenylalanine
Albumin,0.0550,0.0446,Albumin
Citrate,0.0553,0.0415,Citrate
LDL-size,0.0503,0.0413,Average Diameter for LDL Particles
Tyr,0.0410,0.0396,Tyrosine
Glu,0.0323,0.0387,Glucose
Ala,0.0303,0.0386,Alanine
XS-VLDL-PL%,0.0550,0.0385,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,0.0278,0.0355,Glutamine
Gly,0.0257,0.0339,Glycine
Lactate,0.0275,0.0307,Lactate
His,0.0220,0.0279,Histidine
Acetoacetate,0.0208,0.0259,Acetoacetate
L-LDL-PL%,0.0208,0.0258,Phospholipids to Total-Lipids in Large LDL percentage
IDL-PL%,0.0407,0.0230,Phospholipids to Total-Lipids in IDL percentage
Pyruvate,0.0223,0.0209,Pyruvate
S-LDL-PL%,0.0218,0.0191,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0220,0.0190,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.0140,0.0155,Glucose-lactate
XXL-VLDL-PL%,0.0105,0.0151,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0102,0.0146,Spectrometer-corrected alanine
Omega-6/Omega-3,0.0147,0.0140,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-FC%,0.0132,0.0138,Free Cholesterol to Total-Lipids in IDL percentage
Creatinine,0.0147,0.0137,Creatinine
3-Hydroxybutyrate,0.0088,0.0130,3-Hydroxybutyrate
Leu,0.0080,0.0119,Leucine
L-HDL-PL,0.0068,0.0086,Phospholipids in Large HDL
S-HDL-PL%,0.0108,0.0084,Phospholipids to Total-Lipids in Small HDL percentage
LA,0.0113,0.0079,Linoleic Acid
XL-HDL-FC%,0.0063,0.0077,Free Cholesterol to Total-Lipids in Very Large HDL percentage
SFA%,0.0067,0.0076,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0028,0.0074,Acetone
Omega-3%,0.0035,0.0073,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0072,0.0071,Free Cholesterol in Very Large HDL
Omega-3,0.0040,0.0064,Omega-3 Fatty Acids
Unsaturation,0.0045,0.0064,Degree of Unsaturation
L-HDL-FC%,0.0040,0.0062,Free Cholesterol to Total-Lipids in Large HDL percentage
Ile,0.0042,0.0061,Isoleucine
S-HDL-CE,0.0037,0.0052,Cholesteryl Esters in Small HDL
PUFA%,0.0033,0.0051,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0058,0.0049,Phospholipids to Total-Lipids in Medium LDL percentage
Total-PL,0.0082,0.0049,Total-Phospholipids in Lipoprotein Particles
S-HDL-PL,0.0045,0.0048,Phospholipids in Small HDL
XXL-VLDL-FC%,0.0025,0.0048,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0045,0.0047,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-VLDL-PL%,0.0048,0.0045,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,0.0037,0.0042,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG,0.0025,0.0039,Triglycerides in Chylomicrons and Extremely Large VLDL
DHA,0.0043,0.0037,Docosahexaenoic Acid
IDL-C%,0.0035,0.0036,Cholesterol to Total-Lipids in IDL percentage
L-VLDL-TG%,0.0047,0.0036,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-TG%,0.0042,0.0034,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0023,0.0033,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,0.0045,0.0032,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,0.0028,0.0030,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,0.0052,0.0029,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0032,0.0029,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE%,0.0028,0.0029,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.0023,0.0027,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0033,0.0025,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0020,0.0023,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.0040,0.0019,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.0023,0.0019,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0017,0.0014,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0012,0.0014,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,0.0005,0.0014,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0013,0.0013,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
ApoB/ApoA1,0.0012,0.0013,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,0.0005,0.0012,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-PL%,0.0008,0.0010,Phospholipids to Total-Lipids in Large HDL percentage
VLDL-size,0.0007,0.0007,Average Diameter for VLDL Particles
