Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2828,0.2426,Glycoprotein Acetyls
IDL-CE%,0.0725,0.2027,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.1988,0.1508,Albumin
L-LDL-TG%,0.0305,0.0824,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0673,0.0539,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0333,0.0531,Cholesterol to Total-Lipids in Large LDL percentage
Phe,0.0762,0.0509,Phenylalanine
Val,0.0353,0.0261,Valine
IDL-P,0.0245,0.0188,Concentration of IDL Particles
His,0.0217,0.0157,Histidine
Creatinine,0.0247,0.0155,Creatinine
Ile,0.0112,0.0116,Isoleucine
L-HDL-TG%,0.0143,0.0114,Triglycerides to Total-Lipids in Large HDL percentage
Total-BCAA,0.0113,0.0091,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LA,0.0100,0.0069,Linoleic Acid
Leu,0.0110,0.0060,Leucine
M-VLDL-L,0.0050,0.0051,Total-Lipids in Medium VLDL
S-LDL-P,0.0052,0.0045,Concentration of Small LDL Particles
VLDL-size,0.0058,0.0037,Average Diameter for VLDL Particles
M-HDL-TG%,0.0063,0.0036,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-CE,0.0050,0.0032,Cholesteryl Esters in IDL
L-VLDL-CE%,0.0057,0.0030,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-C,0.0038,0.0030,Cholesterol in Large LDL
XXL-VLDL-FC%,0.0072,0.0027,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0053,0.0023,Phospholipids to Total-Lipids in IDL percentage
Glu-lactate,0.0040,0.0019,Glucose-lactate
Sc-ala,0.0020,0.0017,Spectrometer-corrected alanine
XL-HDL-FC,0.0038,0.0016,Free Cholesterol in Very Large HDL
ApoB/ApoA1,0.0025,0.0013,Apolipoprotein B to Apolipoprotein A1 ratio
Glu,0.0033,0.0012,Glucose
Omega-6%,0.0033,0.0009,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0018,0.0007,Citrate
3-Hydroxybutyrate,0.0012,0.0006,3-Hydroxybutyrate
L-HDL-PL%,0.0012,0.0006,Phospholipids to Total-Lipids in Large HDL percentage
Ala,0.0005,0.0004,Alanine
Tyr,0.0003,0.0004,Tyrosine
LDL-size,0.0005,0.0002,Average Diameter for LDL Particles
Acetoacetate,0.0005,0.0001,Acetoacetate
XS-VLDL-PL%,0.0002,6.4741e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
