Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE,0.1365,0.3619,Cholesteryl Esters in IDL
Creatinine,0.2258,0.1875,Creatinine
IDL-C,0.0230,0.0917,Cholesterol in IDL
XS-VLDL-CE%,0.0685,0.0670,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA,0.1043,0.0633,Linoleic Acid
IDL-CE%,0.0615,0.0419,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-PL%,0.0523,0.0284,Phospholipids to Total-Lipids in Small HDL percentage
Total-C,0.0142,0.0160,Total-Cholesterol
IDL-FC%,0.0427,0.0154,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.0353,0.0147,Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.0098,0.0118,Albumin
XS-VLDL-C%,0.0117,0.0109,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-TG%,0.0258,0.0097,Triglycerides to Total-Lipids in IDL percentage
Glu-lactate,0.0270,0.0093,Glucose-lactate
Glu,0.0103,0.0059,Glucose
Gly,0.0165,0.0057,Glycine
Total-CE,0.0033,0.0056,Total-Esterified Cholesterol
Acetate,0.0090,0.0056,Acetate
Leu,0.0072,0.0050,Leucine
L-LDL-TG%,0.0085,0.0046,Triglycerides to Total-Lipids in Large LDL percentage
Citrate,0.0122,0.0045,Citrate
Gln,0.0112,0.0041,Glutamine
His,0.0118,0.0039,Histidine
LA%,0.0093,0.0026,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL,0.0105,0.0025,Phospholipids in IDL
Acetone,0.0085,0.0024,Acetone
IDL-C%,0.0058,0.0023,Cholesterol to Total-Lipids in IDL percentage
Tyr,0.0077,0.0023,Tyrosine
Cholines,0.0023,0.0019,Total-Cholines
IDL-FC,0.0023,0.0016,Free Cholesterol in IDL
S-HDL-FC%,0.0055,0.0013,Free Cholesterol to Total-Lipids in Small HDL percentage
Val,0.0007,0.0012,Valine
Sc-ala,0.0013,0.0012,Spectrometer-corrected alanine
GlycA,0.0037,0.0012,Glycoprotein Acetyls
Total-BCAA,0.0010,0.0007,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-CE%,0.0020,0.0007,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0032,0.0006,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0012,0.0005,Lactate
PUFA,0.0007,0.0004,Polyunsaturated Fatty Acids
Acetoacetate,0.0012,0.0004,Acetoacetate
Pyruvate,0.0008,0.0004,Pyruvate
DHA%,0.0008,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
Phe,0.0015,0.0004,Phenylalanine
S-LDL-C%,0.0005,0.0002,Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0005,0.0001,3-Hydroxybutyrate
XL-HDL-FC%,0.0002,6.1870e-05,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-L,0.0002,5.6300e-05,Total-Lipids in IDL
MUFA%,0.0002,4.7544e-05,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
