Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1345,0.1529,Glycoprotein Acetyls
L-LDL-TG%,0.0560,0.1058,Triglycerides to Total-Lipids in Large LDL percentage
Creatinine,0.1327,0.1033,Creatinine
Leu,0.1063,0.1003,Leucine
Glu,0.1005,0.0940,Glucose
S-HDL-CE%,0.0468,0.0877,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0515,0.0546,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3,0.0420,0.0503,Omega-3 Fatty Acids
Albumin,0.0635,0.0413,Albumin
XL-HDL-C%,0.0257,0.0282,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG,0.0257,0.0218,Triglycerides in Large HDL
His,0.0320,0.0215,Histidine
Citrate,0.0293,0.0179,Citrate
LA%,0.0147,0.0164,Linoleic Acid to Total-Fatty Acids percentage
DHA,0.0158,0.0123,Docosahexaenoic Acid
VLDL-size,0.0140,0.0105,Average Diameter for VLDL Particles
HDL-size,0.0143,0.0099,Average Diameter for HDL Particles
IDL-CE%,0.0142,0.0099,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-PL%,0.0112,0.0088,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-C%,0.0128,0.0082,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.0125,0.0081,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0067,0.0081,Phospholipids to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0105,0.0078,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-TG%,0.0043,0.0063,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3%,0.0050,0.0037,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE,0.0038,0.0027,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-TG,0.0025,0.0011,Triglycerides in Large LDL
S-LDL-CE%,0.0018,0.0011,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-FC%,0.0018,0.0010,Free Cholesterol to Total-Lipids in Small HDL percentage
Lactate,0.0018,0.0009,Lactate
Acetate,0.0015,0.0009,Acetate
XXL-VLDL-TG,0.0010,0.0008,Triglycerides in Chylomicrons and Extremely Large VLDL
Pyruvate,0.0007,0.0004,Pyruvate
3-Hydroxybutyrate,0.0007,0.0004,3-Hydroxybutyrate
Val,0.0005,0.0004,Valine
SFA%,0.0003,0.0002,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0003,0.0001,Isoleucine
LDL-size,0.0002,9.4380e-05,Average Diameter for LDL Particles
XXL-VLDL-FC%,0.0002,8.7514e-05,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
