Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
His,0.0583,0.0574,Histidine
IDL-PL%,0.0415,0.0546,Phospholipids to Total-Lipids in IDL percentage
Unsaturation,0.0647,0.0541,Degree of Unsaturation
LDL-size,0.0702,0.0510,Average Diameter for LDL Particles
3-Hydroxybutyrate,0.0458,0.0439,3-Hydroxybutyrate
Glu,0.0352,0.0394,Glucose
Citrate,0.0358,0.0385,Citrate
PUFA%,0.0495,0.0324,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0537,0.0305,Leucine
M-LDL-PL%,0.0180,0.0302,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,0.0330,0.0274,Creatinine
Gln,0.0215,0.0248,Glutamine
IDL-FC%,0.0250,0.0239,Free Cholesterol to Total-Lipids in IDL percentage
Phe,0.0153,0.0225,Phenylalanine
Gly,0.0173,0.0202,Glycine
Albumin,0.0190,0.0195,Albumin
LA%,0.0125,0.0193,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0152,0.0174,Acetoacetate
XS-VLDL-FC%,0.0153,0.0169,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE,0.0183,0.0153,Cholesteryl Esters in Small VLDL
Acetone,0.0093,0.0152,Acetone
Lactate,0.0120,0.0146,Lactate
XXL-VLDL-C%,0.0167,0.0143,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0088,0.0138,Alanine
DHA%,0.0092,0.0135,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-PL%,0.0117,0.0135,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,0.0093,0.0135,Acetate
Pyruvate,0.0083,0.0120,Pyruvate
Glu-lactate,0.0087,0.0118,Glucose-lactate
XXL-VLDL-TG%,0.0117,0.0114,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0162,0.0113,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0078,0.0112,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE%,0.0047,0.0093,Cholesteryl Esters to Total-Lipids in IDL percentage
GlycA,0.0037,0.0080,Glycoprotein Acetyls
