Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3498,0.7117,Creatinine
Gly,0.2610,0.1480,Glycine
GlycA,0.1090,0.0415,Glycoprotein Acetyls
Cholines,0.0718,0.0259,Total-Cholines
HDL-FC,0.0542,0.0202,Free Cholesterol in HDL
L-HDL-FC,0.0242,0.0117,Free Cholesterol in Large HDL
XL-HDL-FC%,0.0193,0.0110,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0335,0.0086,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PC,0.0275,0.0081,Phosphatidylcholines
SM,0.0103,0.0027,Sphingomyelins
M-HDL-FC,0.0032,0.0019,Free Cholesterol in Medium HDL
Phosphoglyc,0.0047,0.0018,Phosphoglycerides
Leu,0.0067,0.0015,Leucine
Sc-ala,0.0063,0.0013,Spectrometer-corrected alanine
DHA%,0.0048,0.0013,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-CE,0.0048,0.0009,Cholesteryl Esters in Very Small VLDL
Gln,0.0038,0.0007,Glutamine
S-HDL-FC%,0.0008,0.0002,Free Cholesterol to Total-Lipids in Small HDL percentage
Ala,0.0010,0.0002,Alanine
S-HDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
Total-PL,0.0007,0.0001,Total-Phospholipids in Lipoprotein Particles
M-HDL-PL%,0.0005,9.7015e-05,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL,0.0002,8.4548e-05,Phospholipids in Large HDL
IDL-FC%,0.0003,7.5390e-05,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-PL%,0.0002,4.4956e-05,Phospholipids to Total-Lipids in Very Large HDL percentage
MUFA%,0.0002,3.7421e-05,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0002,3.3915e-05,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-C,0.0002,3.2721e-05,Cholesterol in Very Small VLDL
M-HDL-FC%,0.0002,2.1476e-05,Free Cholesterol to Total-Lipids in Medium HDL percentage
