Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2713,0.4656,Creatinine
Gly,0.1865,0.1452,Glycine
LDL-size,0.0545,0.0464,Average Diameter for LDL Particles
S-HDL-FC%,0.0242,0.0340,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-CE%,0.0462,0.0325,Cholesteryl Esters to Total-Lipids in IDL percentage
DHA%,0.0267,0.0251,Docosahexaenoic Acid to Total-Fatty Acids percentage
Phe,0.0398,0.0237,Phenylalanine
L-LDL-PL%,0.0395,0.0220,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,0.0272,0.0196,Citrate
Ile,0.0345,0.0170,Isoleucine
L-LDL-CE%,0.0192,0.0121,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetate,0.0138,0.0111,Acetate
Ala,0.0157,0.0110,Alanine
Omega-3%,0.0137,0.0105,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0165,0.0103,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-TG,0.0078,0.0067,Triglycerides in Very Large HDL
Pyruvate,0.0098,0.0062,Pyruvate
L-HDL-PL,0.0083,0.0062,Phospholipids in Large HDL
3-Hydroxybutyrate,0.0072,0.0058,3-Hydroxybutyrate
GlycA,0.0095,0.0055,Glycoprotein Acetyls
S-HDL-PL%,0.0100,0.0052,Phospholipids to Total-Lipids in Small HDL percentage
DHA,0.0057,0.0050,Docosahexaenoic Acid
L-HDL-PL%,0.0057,0.0049,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0082,0.0049,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0068,0.0048,Valine
MUFA%,0.0062,0.0044,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0070,0.0043,Histidine
Gln,0.0087,0.0039,Glutamine
L-HDL-CE,0.0050,0.0037,Cholesteryl Esters in Large HDL
Lactate,0.0058,0.0036,Lactate
Glu,0.0057,0.0035,Glucose
S-HDL-CE%,0.0055,0.0034,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-FC%,0.0053,0.0034,Free Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,0.0043,0.0032,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,0.0027,0.0024,Tyrosine
XL-HDL-C%,0.0047,0.0020,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG,0.0043,0.0020,Triglycerides in Large HDL
XXL-VLDL-PL%,0.0020,0.0019,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0028,0.0019,Leucine
M-LDL-PL%,0.0030,0.0017,Phospholipids to Total-Lipids in Medium LDL percentage
SM,0.0025,0.0015,Sphingomyelins
Acetone,0.0022,0.0015,Acetone
XL-HDL-PL%,0.0030,0.0014,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-CE%,0.0017,0.0013,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0015,0.0011,Spectrometer-corrected alanine
IDL-FC%,0.0013,0.0011,Free Cholesterol to Total-Lipids in IDL percentage
MUFA,0.0007,0.0011,Monounsaturated Fatty Acids
Acetoacetate,0.0013,0.0010,Acetoacetate
XL-VLDL-FC%,0.0015,0.0008,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Glu-lactate,0.0015,0.0008,Glucose-lactate
Albumin,0.0007,0.0007,Albumin
SFA%,0.0007,0.0007,Saturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0002,0.0002,Linoleic Acid to Total-Fatty Acids percentage
Total-BCAA,0.0002,0.0001,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
