Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1700,0.1842,Creatinine
XL-HDL-PL,0.1113,0.1075,Phospholipids in Very Large HDL
Gly,0.1438,0.1006,Glycine
Glu-lactate,0.0443,0.0525,Glucose-lactate
XS-VLDL-PL%,0.0528,0.0428,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetate,0.0347,0.0381,Acetate
Citrate,0.0255,0.0300,Citrate
Phe,0.0243,0.0281,Phenylalanine
Ile,0.0147,0.0232,Isoleucine
3-Hydroxybutyrate,0.0285,0.0221,3-Hydroxybutyrate
Acetone,0.0188,0.0211,Acetone
Tyr,0.0257,0.0199,Tyrosine
Glu,0.0125,0.0184,Glucose
Albumin,0.0098,0.0182,Albumin
GlycA,0.0230,0.0181,Glycoprotein Acetyls
XXL-VLDL-CE%,0.0160,0.0177,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0153,0.0142,Degree of Unsaturation
Pyruvate,0.0132,0.0134,Pyruvate
Leu,0.0165,0.0129,Leucine
Omega-3,0.0112,0.0129,Omega-3 Fatty Acids
S-LDL-PL%,0.0112,0.0115,Phospholipids to Total-Lipids in Small LDL percentage
Lactate,0.0148,0.0112,Lactate
S-HDL-PL%,0.0087,0.0094,Phospholipids to Total-Lipids in Small HDL percentage
LDL-size,0.0115,0.0094,Average Diameter for LDL Particles
His,0.0095,0.0092,Histidine
S-HDL-CE%,0.0050,0.0086,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.0073,0.0084,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,0.0077,0.0078,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-CE%,0.0030,0.0076,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0062,0.0076,Alanine
IDL-PL%,0.0090,0.0074,Phospholipids to Total-Lipids in IDL percentage
Val,0.0060,0.0065,Valine
XXL-VLDL-C%,0.0050,0.0058,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0050,0.0057,Glutamine
Total-BCAA,0.0038,0.0056,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-P,0.0043,0.0055,Concentration of Very Large VLDL Particles
S-VLDL-TG,0.0023,0.0052,Triglycerides in Small VLDL
XXL-VLDL-FC%,0.0062,0.0047,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0053,0.0045,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG,0.0018,0.0042,Triglycerides in Medium VLDL
XS-VLDL-FC%,0.0048,0.0041,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0040,0.0039,Acetoacetate
IDL-FC%,0.0027,0.0039,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-P,0.0023,0.0037,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-LDL-PL%,0.0055,0.0037,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.0015,0.0034,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0038,0.0034,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC,0.0020,0.0031,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-CE%,0.0042,0.0029,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-3%,0.0028,0.0026,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0013,0.0025,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE,0.0012,0.0023,Cholesteryl Esters in Medium VLDL
MUFA%,0.0022,0.0023,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0015,0.0021,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-PL%,0.0005,0.0018,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-C%,0.0032,0.0018,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,0.0017,0.0018,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC,0.0008,0.0017,Free Cholesterol in Medium LDL
DHA%,0.0008,0.0015,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.0013,0.0013,Cholesterol to Total-Lipids in Small LDL percentage
ApoB/ApoA1,0.0025,0.0010,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-C%,0.0012,0.0010,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,0.0005,0.0010,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0017,0.0009,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-C%,0.0002,0.0004,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C%,0.0002,0.0003,Cholesterol to Total-Lipids in Large LDL percentage
