Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-VLDL-PL%,0.0648,0.0724,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,0.0643,0.0715,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,0.0573,0.0560,Tyrosine
Gly,0.0373,0.0508,Glycine
Sc-ala,0.0488,0.0452,Spectrometer-corrected alanine
Gln,0.0512,0.0431,Glutamine
GlycA,0.0560,0.0414,Glycoprotein Acetyls
Val,0.0310,0.0394,Valine
Acetone,0.0318,0.0358,Acetone
LDL-size,0.0340,0.0327,Average Diameter for LDL Particles
Creatinine,0.0312,0.0303,Creatinine
Ala,0.0377,0.0289,Alanine
Glu,0.0307,0.0255,Glucose
XS-VLDL-PL,0.0280,0.0252,Phospholipids in Very Small VLDL
Ile,0.0182,0.0249,Isoleucine
Pyruvate,0.0180,0.0247,Pyruvate
IDL-C%,0.0222,0.0243,Cholesterol to Total-Lipids in IDL percentage
Phe,0.0283,0.0236,Phenylalanine
Lactate,0.0217,0.0197,Lactate
M-LDL-C%,0.0182,0.0172,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG%,0.0140,0.0161,Triglycerides to Total-Lipids in IDL percentage
SFA%,0.0165,0.0156,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0158,0.0155,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0163,0.0153,Phospholipids to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0145,0.0151,Glucose-lactate
His,0.0112,0.0147,Histidine
S-HDL-FC%,0.0093,0.0142,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0165,0.0137,Phospholipids to Total-Lipids in Medium HDL percentage
LA%,0.0162,0.0134,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-P,0.0160,0.0131,Concentration of Very Large HDL Particles
L-HDL-PL%,0.0170,0.0121,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0157,0.0114,Citrate
Leu,0.0095,0.0113,Leucine
MUFA%,0.0078,0.0097,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0062,0.0071,Albumin
Acetate,0.0078,0.0070,Acetate
Total-BCAA,0.0057,0.0064,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-TG%,0.0057,0.0064,Triglycerides to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0053,0.0059,Acetoacetate
PUFA%,0.0053,0.0044,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0030,0.0041,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0055,0.0039,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-FC%,0.0042,0.0036,Free Cholesterol to Total-Lipids in Large HDL percentage
3-Hydroxybutyrate,0.0030,0.0034,3-Hydroxybutyrate
XXL-VLDL-CE%,0.0022,0.0033,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0028,0.0032,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0032,0.0032,Free Cholesterol in Very Large HDL
XXL-VLDL-FC%,0.0020,0.0027,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG,0.0030,0.0027,Triglycerides in Large VLDL
L-HDL-TG,0.0030,0.0026,Triglycerides in Large HDL
PUFA,0.0010,0.0019,Polyunsaturated Fatty Acids
Unsaturation,0.0012,0.0015,Degree of Unsaturation
IDL-PL%,0.0010,0.0008,Phospholipids to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0003,0.0008,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Large LDL percentage
IDL-FC%,0.0005,0.0006,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0003,0.0002,Omega-3 Fatty Acids to Total-Fatty Acids percentage
