Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0997,0.0938,Albumin
GlycA,0.0998,0.0917,Glycoprotein Acetyls
Leu,0.0527,0.0623,Leucine
Creatinine,0.0452,0.0582,Creatinine
Omega-3,0.0492,0.0418,Omega-3 Fatty Acids
His,0.0410,0.0393,Histidine
3-Hydroxybutyrate,0.0397,0.0386,3-Hydroxybutyrate
LA%,0.0368,0.0355,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0487,0.0345,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0318,0.0332,Citrate
Phe,0.0272,0.0327,Phenylalanine
Omega-3%,0.0393,0.0322,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0302,0.0318,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0213,0.0293,Glutamine
Glu,0.0305,0.0266,Glucose
Glu-lactate,0.0285,0.0241,Glucose-lactate
Pyruvate,0.0212,0.0205,Pyruvate
Ala,0.0158,0.0202,Alanine
Tyr,0.0103,0.0181,Tyrosine
M-LDL-CE%,0.0218,0.0170,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Lactate,0.0127,0.0157,Lactate
IDL-CE%,0.0175,0.0144,Cholesteryl Esters to Total-Lipids in IDL percentage
L-VLDL-FC%,0.0155,0.0137,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-FC%,0.0110,0.0128,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.0070,0.0095,Cholesterol to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0092,0.0089,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,0.0090,0.0088,Valine
XXL-VLDL-TG%,0.0088,0.0087,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0102,0.0087,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetoacetate,0.0097,0.0084,Acetoacetate
Unsaturation,0.0072,0.0083,Degree of Unsaturation
M-LDL-C%,0.0097,0.0081,Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.0053,0.0078,Isoleucine
Acetone,0.0067,0.0075,Acetone
Gly,0.0072,0.0070,Glycine
XL-HDL-CE%,0.0073,0.0070,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0060,0.0062,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Sc-ala,0.0035,0.0056,Spectrometer-corrected alanine
DHA,0.0065,0.0053,Docosahexaenoic Acid
IDL-FC,0.0023,0.0053,Free Cholesterol in IDL
LDL-size,0.0053,0.0052,Average Diameter for LDL Particles
XXL-VLDL-C%,0.0043,0.0048,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE,0.0043,0.0046,Cholesteryl Esters in Small HDL
Acetate,0.0038,0.0040,Acetate
S-HDL-PL%,0.0037,0.0038,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,0.0023,0.0036,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-P,0.0013,0.0035,Concentration of Medium LDL Particles
XXL-VLDL-CE%,0.0022,0.0023,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0028,0.0018,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0018,0.0018,Phospholipids to Total-Lipids in Small LDL percentage
IDL-FC%,0.0010,0.0015,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-PL%,0.0018,0.0012,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,0.0005,0.0012,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-C%,0.0008,0.0009,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG,0.0005,0.0004,Triglycerides in Large HDL
