Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1750,0.3178,Creatinine
S-HDL-PL%,0.0860,0.0875,Phospholipids to Total-Lipids in Small HDL percentage
HDL-P,0.0730,0.0530,Concentration of HDL Particles
GlycA,0.0760,0.0527,Glycoprotein Acetyls
Gly,0.0603,0.0488,Glycine
Acetoacetate,0.0377,0.0396,Acetoacetate
Citrate,0.0490,0.0381,Citrate
IDL-PL%,0.0387,0.0352,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0588,0.0317,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0230,0.0201,Albumin
MUFA%,0.0222,0.0188,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0157,0.0165,Acetone
LA%,0.0145,0.0148,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0157,0.0139,Alanine
S-VLDL-CE%,0.0173,0.0132,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
3-Hydroxybutyrate,0.0162,0.0126,3-Hydroxybutyrate
Sc-ala,0.0160,0.0117,Spectrometer-corrected alanine
Lactate,0.0135,0.0114,Lactate
Glu,0.0122,0.0108,Glucose
Acetate,0.0100,0.0102,Acetate
LDL-size,0.0090,0.0096,Average Diameter for LDL Particles
L-HDL-PL%,0.0068,0.0085,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-PL%,0.0098,0.0082,Phospholipids to Total-Lipids in Very Large VLDL percentage
HDL-CE,0.0068,0.0082,Cholesteryl Esters in HDL
S-HDL-PL,0.0118,0.0078,Phospholipids in Small HDL
L-HDL-CE%,0.0085,0.0069,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Gln,0.0097,0.0068,Glutamine
His,0.0093,0.0067,Histidine
XXL-VLDL-FC%,0.0087,0.0065,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0063,0.0064,Free Cholesterol to Total-Lipids in IDL percentage
Val,0.0123,0.0061,Valine
L-LDL-PL%,0.0048,0.0058,Phospholipids to Total-Lipids in Large LDL percentage
Pyruvate,0.0082,0.0056,Pyruvate
Leu,0.0062,0.0051,Leucine
L-LDL-C%,0.0037,0.0046,Cholesterol to Total-Lipids in Large LDL percentage
Ile,0.0078,0.0044,Isoleucine
M-LDL-C%,0.0038,0.0041,Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,0.0048,0.0039,Saturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0042,0.0036,Glucose-lactate
XL-HDL-FC,0.0043,0.0036,Free Cholesterol in Very Large HDL
PUFA%,0.0033,0.0034,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0027,0.0027,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0042,0.0026,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,0.0030,0.0022,Phenylalanine
L-VLDL-FC%,0.0018,0.0018,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.0012,0.0014,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0012,0.0014,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.0008,0.0011,Cholesterol to Total-Lipids in Very Large HDL percentage
Unsaturation,0.0013,0.0010,Degree of Unsaturation
Tyr,0.0013,0.0008,Tyrosine
XXL-VLDL-PL%,0.0010,0.0005,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0005,0.0004,Phospholipids to Total-Lipids in Large VLDL percentage
