Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2328,0.2480,Glycoprotein Acetyls
L-LDL-TG%,0.0717,0.1415,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1362,0.1152,Albumin
IDL-CE%,0.0390,0.0657,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.0498,0.0550,Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.0728,0.0539,Glycine
Val,0.0520,0.0452,Valine
M-LDL-L,0.0363,0.0346,Total-Lipids in Medium LDL
Total-BCAA,0.0405,0.0283,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.0410,0.0277,Leucine
IDL-TG%,0.0127,0.0268,Triglycerides to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0273,0.0208,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-3,0.0218,0.0157,Omega-3 Fatty Acids
XL-HDL-PL%,0.0162,0.0120,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-C%,0.0057,0.0120,Cholesterol to Total-Lipids in IDL percentage
His,0.0147,0.0083,Histidine
M-LDL-TG%,0.0065,0.0076,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL,0.0060,0.0072,Phospholipids in Medium LDL
L-LDL-C%,0.0040,0.0051,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.0082,0.0050,Creatinine
PUFA/MUFA,0.0082,0.0046,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC,0.0047,0.0045,Free Cholesterol in Medium LDL
MUFA%,0.0083,0.0044,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0065,0.0041,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0047,0.0040,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,0.0092,0.0040,Free Cholesterol to Total-Lipids in Very Large HDL percentage
PUFA%,0.0043,0.0035,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Total-PL,0.0048,0.0034,Total-Phospholipids in Lipoprotein Particles
Unsaturation,0.0053,0.0032,Degree of Unsaturation
XL-HDL-C%,0.0052,0.0028,Cholesterol to Total-Lipids in Very Large HDL percentage
Gln,0.0043,0.0027,Glutamine
Omega-6/Omega-3,0.0038,0.0025,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,0.0033,0.0024,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Sc-ala,0.0035,0.0022,Spectrometer-corrected alanine
DHA,0.0025,0.0019,Docosahexaenoic Acid
HDL-size,0.0022,0.0017,Average Diameter for HDL Particles
M-HDL-PL%,0.0027,0.0016,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-PL%,0.0030,0.0015,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0018,0.0010,Cholesterol to Total-Lipids in Small LDL percentage
LA%,0.0025,0.0010,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0012,0.0009,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0013,0.0007,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0008,0.0007,Docosahexaenoic Acid to Total-Fatty Acids percentage
Pyruvate,0.0017,0.0007,Pyruvate
Ile,0.0010,0.0006,Isoleucine
Lactate,0.0012,0.0006,Lactate
Tyr,0.0012,0.0005,Tyrosine
Glu-lactate,0.0007,0.0004,Glucose-lactate
Glu,0.0007,0.0004,Glucose
XXL-VLDL-TG%,0.0007,0.0004,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0008,0.0003,Citrate
S-LDL-CE%,0.0007,0.0003,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-FC,0.0007,0.0002,Free Cholesterol in Very Large HDL
Phe,0.0003,0.0002,Phenylalanine
XXL-VLDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0002,9.9513e-05,Average Diameter for LDL Particles
XL-VLDL-PL%,0.0002,9.7874e-05,Phospholipids to Total-Lipids in Very Large VLDL percentage
