Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-C,"0.051 [0.028,0.074]",0.043,*,Cholesterol in Medium LDL
M-LDL-CE,"0.051 [0.028,0.074]",0.047,*,Cholesteryl Esters in Medium LDL
M-LDL-L,"0.051 [0.028,0.074]",0.058,,Total-Lipids in Medium LDL
M-LDL-P,"0.050 [0.027,0.073]",0.071,,Concentration of Medium LDL Particles
LDL-CE,"0.050 [0.027,0.073]",0.080,,Cholesteryl Esters in LDL
HDL-FC,"-0.004 [-0.030,0.022]",1.000,,Free Cholesterol in HDL
Glu,"-0.006 [-0.030,0.018]",1.000,,Glucose
Citrate,"-0.019 [-0.043,0.005]",1.000,,Citrate
M-LDL-PL%,"-0.024 [-0.047,-0.001]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,"-0.052 [-0.078,-0.025]",0.454,,Phospholipids to Total-Lipids in Very Large HDL percentage
