Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0687,0.0634,Albumin
3-Hydroxybutyrate,0.0450,0.0420,3-Hydroxybutyrate
Citrate,0.0210,0.0371,Citrate
IDL-FC%,0.0238,0.0362,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0378,0.0350,Acetoacetate
Acetate,0.0318,0.0338,Acetate
Total-BCAA,0.0328,0.0286,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-C%,0.0423,0.0275,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL%,0.0177,0.0274,Phospholipids to Total-Lipids in Very Small VLDL percentage
His,0.0247,0.0272,Histidine
XXL-VLDL-PL%,0.0485,0.0259,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0320,0.0259,Pyruvate
LA%,0.0335,0.0251,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-CE%,0.0235,0.0249,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.0205,0.0248,Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.0235,0.0243,Leucine
Ala,0.0175,0.0235,Alanine
Acetone,0.0282,0.0215,Acetone
Tyr,0.0173,0.0207,Tyrosine
SFA%,0.0185,0.0206,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0113,0.0203,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0138,0.0200,Valine
Creatinine,0.0238,0.0194,Creatinine
Gly,0.0157,0.0190,Glycine
XXL-VLDL-CE%,0.0240,0.0185,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0243,0.0174,Degree of Unsaturation
Phe,0.0120,0.0153,Phenylalanine
Lactate,0.0107,0.0152,Lactate
IDL-PL%,0.0090,0.0135,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0162,0.0133,Glycoprotein Acetyls
IDL-CE%,0.0182,0.0131,Cholesteryl Esters to Total-Lipids in IDL percentage
Ile,0.0113,0.0122,Isoleucine
LDL-size,0.0060,0.0118,Average Diameter for LDL Particles
Sc-ala,0.0167,0.0114,Spectrometer-corrected alanine
L-LDL-CE%,0.0075,0.0109,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-C%,0.0092,0.0095,Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0120,0.0092,Phospholipids to Total-Lipids in Large HDL percentage
Glu,0.0062,0.0081,Glucose
M-LDL-PL%,0.0068,0.0077,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-P,0.0102,0.0074,Concentration of Medium LDL Particles
M-HDL-TG,0.0058,0.0072,Triglycerides in Medium HDL
S-HDL-CE,0.0050,0.0072,Cholesteryl Esters in Small HDL
XS-VLDL-PL,0.0090,0.0070,Phospholipids in Very Small VLDL
L-LDL-PL%,0.0038,0.0069,Phospholipids to Total-Lipids in Large LDL percentage
DHA%,0.0102,0.0068,Docosahexaenoic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0023,0.0066,Glucose-lactate
HDL-size,0.0088,0.0065,Average Diameter for HDL Particles
M-LDL-CE%,0.0060,0.0064,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0073,0.0059,Phospholipids to Total-Lipids in Small LDL percentage
Gln,0.0087,0.0059,Glutamine
L-LDL-C%,0.0075,0.0058,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG,0.0065,0.0056,Triglycerides in Large LDL
M-HDL-PL%,0.0083,0.0051,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,0.0017,0.0051,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0030,0.0049,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-CE,0.0030,0.0046,Cholesteryl Esters in Very Large HDL
XXL-VLDL-P,0.0013,0.0045,Concentration of Chylomicrons and Extremely Large VLDL Particles
DHA,0.0015,0.0041,Docosahexaenoic Acid
Omega-3%,0.0028,0.0039,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,0.0060,0.0035,Triglycerides to Total-Lipids in IDL percentage
L-LDL-P,0.0037,0.0029,Concentration of Large LDL Particles
XXL-VLDL-TG%,0.0042,0.0025,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0008,0.0024,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6%,0.0022,0.0019,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0008,0.0018,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,0.0022,0.0015,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.0015,0.0014,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-C%,0.0005,0.0011,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0005,0.0009,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA%,0.0007,0.0009,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,0.0007,0.0006,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA,0.0002,9.7123e-05,Monounsaturated Fatty Acids
