Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2590,0.2056,Glycoprotein Acetyls
IDL-CE%,0.0448,0.1288,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-CE,0.0215,0.0638,Total-Esterified Cholesterol
Albumin,0.0795,0.0528,Albumin
XS-VLDL-PL%,0.0270,0.0527,Phospholipids to Total-Lipids in Very Small VLDL percentage
PUFA,0.0577,0.0512,Polyunsaturated Fatty Acids
Cholines,0.0352,0.0432,Total-Cholines
M-LDL-C%,0.0325,0.0429,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,0.0175,0.0423,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0482,0.0378,Linoleic Acid to Total-Fatty Acids percentage
HDL-P,0.0372,0.0340,Concentration of HDL Particles
LA,0.0358,0.0295,Linoleic Acid
S-LDL-CE%,0.0393,0.0291,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-LDL-C%,0.0158,0.0282,Cholesterol to Total-Lipids in Large LDL percentage
Gln,0.0458,0.0277,Glutamine
S-LDL-C%,0.0173,0.0155,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3,0.0223,0.0145,Omega-3 Fatty Acids
S-HDL-PL,0.0183,0.0134,Phospholipids in Small HDL
Leu,0.0227,0.0116,Leucine
L-HDL-PL%,0.0173,0.0104,Phospholipids to Total-Lipids in Large HDL percentage
Lactate,0.0140,0.0072,Lactate
3-Hydroxybutyrate,0.0103,0.0060,3-Hydroxybutyrate
Tyr,0.0103,0.0059,Tyrosine
Phosphoglyc,0.0050,0.0053,Phosphoglycerides
M-LDL-CE%,0.0072,0.0051,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-P,0.0037,0.0042,Total-Concentration of Lipoprotein Particles
Total-BCAA,0.0067,0.0039,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.0073,0.0035,Citrate
Total-FC,0.0025,0.0034,Total-Free Cholesterol
Acetone,0.0060,0.0031,Acetone
XXL-VLDL-CE%,0.0052,0.0026,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0048,0.0025,Phenylalanine
Creatinine,0.0037,0.0021,Creatinine
Ala,0.0027,0.0016,Alanine
Val,0.0027,0.0015,Valine
Ile,0.0032,0.0014,Isoleucine
Acetoacetate,0.0027,0.0014,Acetoacetate
Total-C,0.0010,0.0014,Total-Cholesterol
S-HDL-L,0.0020,0.0009,Total-Lipids in Small HDL
Glu-lactate,0.0015,0.0008,Glucose-lactate
S-LDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Small LDL percentage
His,0.0007,0.0004,Histidine
PUFA/MUFA,0.0008,0.0002,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-CE%,0.0003,0.0002,Cholesteryl Esters to Total-Lipids in Large LDL percentage
