Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1043,0.0969,Creatinine
Phe,0.0805,0.0725,Phenylalanine
IDL-CE%,0.0563,0.0630,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0478,0.0546,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-C,0.0320,0.0368,HDL Cholesterol
Acetate,0.0367,0.0361,Acetate
Citrate,0.0415,0.0344,Citrate
Glu,0.0352,0.0325,Glucose
Leu,0.0173,0.0311,Leucine
His,0.0380,0.0305,Histidine
Lactate,0.0282,0.0288,Lactate
L-LDL-C%,0.0230,0.0268,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0262,0.0223,Cholesterol to Total-Lipids in Small LDL percentage
Gly,0.0185,0.0194,Glycine
Tyr,0.0218,0.0193,Tyrosine
LDL-size,0.0160,0.0188,Average Diameter for LDL Particles
3-Hydroxybutyrate,0.0255,0.0186,3-Hydroxybutyrate
Omega-6/Omega-3,0.0172,0.0181,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gln,0.0215,0.0160,Glutamine
SFA%,0.0217,0.0156,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.0140,0.0144,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Acetone,0.0192,0.0144,Acetone
DHA%,0.0162,0.0142,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0162,0.0133,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,0.0145,0.0122,Phospholipids to Total-Lipids in Medium HDL percentage
Glu-lactate,0.0115,0.0121,Glucose-lactate
S-HDL-CE,0.0138,0.0121,Cholesteryl Esters in Small HDL
IDL-FC%,0.0080,0.0116,Free Cholesterol to Total-Lipids in IDL percentage
Ile,0.0085,0.0115,Isoleucine
Pyruvate,0.0132,0.0112,Pyruvate
XXL-VLDL-FC%,0.0080,0.0110,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE,0.0082,0.0106,Cholesteryl Esters in IDL
GlycA,0.0095,0.0104,Glycoprotein Acetyls
XS-VLDL-PL%,0.0110,0.0103,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,0.0093,0.0101,Phospholipids to Total-Lipids in IDL percentage
IDL-C%,0.0103,0.0100,Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0105,0.0090,Acetoacetate
XL-HDL-CE%,0.0060,0.0088,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Val,0.0055,0.0085,Valine
M-LDL-C%,0.0077,0.0082,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL,0.0075,0.0078,Phospholipids in Small HDL
LA%,0.0077,0.0075,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-CE%,0.0057,0.0073,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Ala,0.0052,0.0070,Alanine
SM,0.0060,0.0068,Sphingomyelins
Omega-3%,0.0047,0.0065,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-CE,0.0080,0.0063,Cholesteryl Esters in HDL
XXL-VLDL-TG%,0.0033,0.0055,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0062,0.0053,Albumin
XL-HDL-TG%,0.0027,0.0042,Triglycerides to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0025,0.0034,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0022,0.0034,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.0013,0.0034,Phospholipids to Total-Lipids in Very Large VLDL percentage
Sc-ala,0.0015,0.0030,Spectrometer-corrected alanine
Total-BCAA,0.0025,0.0021,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-FC%,0.0008,0.0017,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,0.0013,0.0017,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,0.0002,0.0003,Degree of Unsaturation
