Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0963,0.0783,Creatinine
IDL-PL%,0.0573,0.0601,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0583,0.0582,Tyrosine
Pyruvate,0.0503,0.0421,Pyruvate
XL-VLDL-FC%,0.0262,0.0365,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Gly,0.0310,0.0351,Glycine
Glu,0.0410,0.0335,Glucose
Ala,0.0437,0.0320,Alanine
S-LDL-C%,0.0270,0.0295,Cholesterol to Total-Lipids in Small LDL percentage
His,0.0197,0.0292,Histidine
Lactate,0.0377,0.0291,Lactate
3-Hydroxybutyrate,0.0220,0.0278,3-Hydroxybutyrate
Albumin,0.0170,0.0230,Albumin
Phe,0.0180,0.0230,Phenylalanine
XS-VLDL-FC%,0.0253,0.0225,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
GlycA,0.0137,0.0220,Glycoprotein Acetyls
Acetate,0.0145,0.0209,Acetate
MUFA%,0.0185,0.0192,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0248,0.0187,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetoacetate,0.0145,0.0186,Acetoacetate
Gln,0.0135,0.0181,Glutamine
XXL-VLDL-C%,0.0157,0.0180,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0220,0.0170,Spectrometer-corrected alanine
Glu-lactate,0.0115,0.0152,Glucose-lactate
L-LDL-TG%,0.0285,0.0146,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0252,0.0138,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,0.0077,0.0130,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0160,0.0114,Citrate
Unsaturation,0.0047,0.0108,Degree of Unsaturation
S-VLDL-CE%,0.0062,0.0108,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-PL%,0.0107,0.0108,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-CE%,0.0058,0.0103,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-PL%,0.0058,0.0084,Phospholipids to Total-Lipids in Small VLDL percentage
DHA%,0.0042,0.0084,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-C,0.0070,0.0074,Cholesterol in Very Large HDL
M-LDL-PL%,0.0030,0.0074,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.0110,0.0070,Valine
Omega-6/Omega-3,0.0047,0.0067,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-FC%,0.0085,0.0066,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-FC%,0.0067,0.0066,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-size,0.0045,0.0066,Average Diameter for LDL Particles
Omega-3%,0.0033,0.0063,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0108,0.0063,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-L,0.0040,0.0059,Total-Lipids in Small HDL
XL-VLDL-TG%,0.0060,0.0051,Triglycerides to Total-Lipids in Very Large VLDL percentage
SM,0.0070,0.0050,Sphingomyelins
XXL-VLDL-PL%,0.0035,0.0048,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-FC%,0.0037,0.0047,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-TG,0.0082,0.0046,Triglycerides in Very Large HDL
XXL-VLDL-CE%,0.0058,0.0045,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-PL%,0.0037,0.0044,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG,0.0038,0.0042,Triglycerides in Large VLDL
L-LDL-CE%,0.0040,0.0039,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0072,0.0037,Free Cholesterol in Very Large HDL
M-LDL-C%,0.0048,0.0037,Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.0033,0.0036,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-CE,0.0040,0.0036,Cholesteryl Esters in Small HDL
LA,0.0040,0.0035,Linoleic Acid
Acetone,0.0025,0.0034,Acetone
IDL-FC%,0.0028,0.0034,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-PL%,0.0022,0.0032,Phospholipids to Total-Lipids in Medium HDL percentage
SFA%,0.0058,0.0028,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0018,0.0027,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-CE,0.0017,0.0026,Cholesteryl Esters in Medium VLDL
M-LDL-TG%,0.0053,0.0026,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG,0.0023,0.0024,Triglycerides in IDL
XXL-VLDL-TG%,0.0018,0.0024,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL,0.0017,0.0021,Phospholipids in Small HDL
M-LDL-PL,0.0012,0.0021,Phospholipids in Medium LDL
L-HDL-PL%,0.0023,0.0018,Phospholipids to Total-Lipids in Large HDL percentage
Total-BCAA,0.0010,0.0011,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0007,0.0008,Isoleucine
L-LDL-FC%,0.0002,0.0003,Free Cholesterol to Total-Lipids in Large LDL percentage
